CNY,GBP,Date,CNY-1,CNY-2,CNY-3,CNY-6,CNY-12,GBP-1,GBP-2,GBP-3,GBP-6,GBP-12
6.974130000000001,0.508590909090909,200805,7.0007600000000005,7.07521,7.165039999999999,7.423310000000001,7.67342,0.504574935684339,0.49978349969905295,0.509391905953094,0.48266628184567495,0.504178046112682
6.89837,0.508952380952381,200806,6.974130000000001,7.0007600000000005,7.07521,7.3719600000000005,7.63302,0.508590909090909,0.504574935684339,0.49978349969905295,0.496004636407058,0.503246808730172
6.83763,0.503173913043478,200807,6.89837,6.974130000000001,7.0007600000000005,7.24781,7.579560000000001,0.508952380952381,0.508590909090909,0.504574935684339,0.507551020387508,0.4916043508816571
6.8515,0.5305714285714289,200808,6.83763,6.89837,6.974130000000001,7.165039999999999,7.57529,0.503173913043478,0.508952380952381,0.508590909090909,0.509391905953094,0.49724512874675497
6.830610000000001,0.5565909090909089,200809,6.8515,6.83763,6.89837,7.07521,7.52429,0.5305714285714289,0.503173913043478,0.508952380952381,0.49978349969905295,0.49536504938039294
6.83155,0.592826086956522,200810,6.830610000000001,6.8515,6.83763,7.0007600000000005,7.50063,0.5565909090909089,0.5305714285714289,0.503173913043478,0.504574935684339,0.48911539092894607
6.82856,0.65335,200811,6.83155,6.830610000000001,6.8515,6.974130000000001,7.423310000000001,0.592826086956522,0.5565909090909089,0.5305714285714289,0.508590909090909,0.48266628184567495
6.842689999999999,0.6729999999999999,200812,6.82856,6.83155,6.830610000000001,6.89837,7.3719600000000005,0.65335,0.592826086956522,0.5565909090909089,0.508952380952381,0.496004636407058
6.838080000000001,0.6919,200901,6.842689999999999,6.82856,6.83155,6.83763,7.24781,0.6729999999999999,0.65335,0.592826086956522,0.503173913043478,0.507551020387508
6.8357600000000005,0.69405,200902,6.838080000000001,6.842689999999999,6.82856,6.8515,7.165039999999999,0.6919,0.6729999999999999,0.65335,0.5305714285714289,0.509391905953094
6.83822,0.705772727272727,200903,6.8357600000000005,6.838080000000001,6.842689999999999,6.830610000000001,7.07521,0.69405,0.6919,0.6729999999999999,0.5565909090909089,0.49978349969905295
6.83116666666,0.679636363636364,200904,6.83822,6.8357600000000005,6.838080000000001,6.83155,7.0007600000000005,0.705772727272727,0.69405,0.6919,0.592826086956522,0.504574935684339
6.824552941176469,0.647952380952381,200905,6.83116666666,6.83822,6.8357600000000005,6.82856,6.974130000000001,0.679636363636364,0.705772727272727,0.69405,0.65335,0.508590909090909
6.83324545454545,0.610931818181818,200906,6.824552941176469,6.83116666666,6.83822,6.842689999999999,6.89837,0.647952380952381,0.679636363636364,0.705772727272727,0.6729999999999999,0.508952380952381
6.83202608695652,0.6106521739130429,200907,6.83324545454545,6.824552941176469,6.83116666666,6.838080000000001,6.83763,0.610931818181818,0.647952380952381,0.679636363636364,0.6919,0.503173913043478
6.83221428571429,0.605,200908,6.83202608695652,6.83324545454545,6.824552941176469,6.8357600000000005,6.8515,0.6106521739130429,0.610931818181818,0.647952380952381,0.69405,0.5305714285714289
6.82890909090909,0.6129090909090911,200909,6.83221428571429,6.83202608695652,6.83324545454545,6.83822,6.830610000000001,0.605,0.6106521739130429,0.610931818181818,0.705772727272727,0.5565909090909089
6.82754666666667,0.617454545454545,200910,6.82890909090909,6.83221428571429,6.83202608695652,6.83116666666,6.83155,0.6129090909090911,0.605,0.6106521739130429,0.679636363636364,0.592826086956522
6.82739047619048,0.6028571428571429,200911,6.82754666666667,6.82890909090909,6.83221428571429,6.824552941176469,6.82856,0.617454545454545,0.6129090909090911,0.605,0.647952380952381,0.65335
6.8278809523809505,0.6166521739130439,200912,6.82739047619048,6.82754666666667,6.82890909090909,6.83324545454545,6.842689999999999,0.6028571428571429,0.617454545454545,0.6129090909090911,0.610931818181818,0.6729999999999999
6.8273263157894695,0.6180952380952379,201001,6.8278809523809505,6.82739047619048,6.82754666666667,6.83202608695652,6.838080000000001,0.6166521739130439,0.6028571428571429,0.617454545454545,0.6106521739130429,0.6919
6.827039999999999,0.63985,201002,6.8273263157894695,6.8278809523809505,6.82739047619048,6.83221428571429,6.8357600000000005,0.6180952380952379,0.6166521739130439,0.6028571428571429,0.605,0.69405
6.82643913043478,0.664217391304348,201003,6.827039999999999,6.8273263157894695,6.8278809523809505,6.82890909090909,6.83822,0.63985,0.6180952380952379,0.6166521739130439,0.6129090909090911,0.705772727272727
6.826157142857139,0.6529090909090911,201004,6.82643913043478,6.827039999999999,6.8273263157894695,6.82754666666667,6.83116666666,0.664217391304348,0.63985,0.6180952380952379,0.617454545454545,0.679636363636364
6.827394736842099,0.6808095238095239,201005,6.826157142857139,6.82643913043478,6.827039999999999,6.82739047619048,6.824552941176469,0.6529090909090911,0.664217391304348,0.63985,0.6028571428571429,0.647952380952381
6.8165,0.6777727272727271,201006,6.827394736842099,6.826157142857139,6.82643913043478,6.8278809523809505,6.83324545454545,0.6808095238095239,0.6529090909090911,0.664217391304348,0.6166521739130439,0.610931818181818
6.777661904761901,0.654227272727273,201007,6.8165,6.827394736842099,6.826157142857139,6.8273263157894695,6.83202608695652,0.6777727272727271,0.6808095238095239,0.6529090909090911,0.6180952380952379,0.6106521739130429
6.79012272727273,0.639863636363636,201008,6.777661904761901,6.8165,6.827394736842099,6.827039999999999,6.83221428571429,0.654227272727273,0.6777727272727271,0.6808095238095239,0.63985,0.605
6.74202352941177,0.642045454545454,201009,6.79012272727273,6.777661904761901,6.8165,6.82643913043478,6.82890909090909,0.639863636363636,0.654227272727273,0.6777727272727271,0.664217391304348,0.6129090909090911
6.67317333333333,0.630666666666667,201010,6.74202352941177,6.79012272727273,6.777661904761901,6.826157142857139,6.82754666666667,0.642045454545454,0.639863636363636,0.654227272727273,0.6529090909090911,0.617454545454545
6.65578,0.6270909090909089,201011,6.67317333333333,6.74202352941177,6.79012272727273,6.827394736842099,6.82739047619048,0.630666666666667,0.642045454545454,0.639863636363636,0.6808095238095239,0.6028571428571429
6.65360952380952,0.642,201012,6.65578,6.67317333333333,6.74202352941177,6.8165,6.8278809523809505,0.6270909090909089,0.630666666666667,0.642045454545454,0.6777727272727271,0.6166521739130439
6.60338421052632,0.633571428571429,201101,6.65360952380952,6.65578,6.67317333333333,6.777661904761901,6.8273263157894695,0.642,0.6270909090909089,0.630666666666667,0.654227272727273,0.6180952380952379
6.58403571428571,0.62005,201102,6.60338421052632,6.65360952380952,6.65578,6.79012272727273,6.827039999999999,0.633571428571429,0.642,0.6270909090909089,0.639863636363636,0.63985
6.56624347826087,0.619173913043478,201103,6.58403571428571,6.60338421052632,6.65360952380952,6.74202352941177,6.82643913043478,0.62005,0.633571428571429,0.642,0.642045454545454,0.664217391304348
6.5291833333333305,0.610666666666667,201104,6.56624347826087,6.58403571428571,6.60338421052632,6.67317333333333,6.826157142857139,0.619173913043478,0.62005,0.633571428571429,0.630666666666667,0.6529090909090911
6.49951,0.6121818181818179,201105,6.5291833333333305,6.56624347826087,6.58403571428571,6.65578,6.827394736842099,0.610666666666667,0.619173913043478,0.62005,0.6270909090909089,0.6808095238095239
6.47783809523809,0.616772727272727,201106,6.49951,6.5291833333333305,6.56624347826087,6.65360952380952,6.8165,0.6121818181818179,0.610666666666667,0.619173913043478,0.642,0.6777727272727271
6.461215,0.6191904761904761,201107,6.47783809523809,6.49951,6.5291833333333305,6.60338421052632,6.777661904761901,0.616772727272727,0.6121818181818179,0.610666666666667,0.633571428571429,0.654227272727273
6.40902608695652,0.6114347826086961,201108,6.461215,6.47783809523809,6.49951,6.58403571428571,6.79012272727273,0.6191904761904761,0.616772727272727,0.6121818181818179,0.62005,0.639863636363636
6.3828,0.633727272727272,201109,6.40902608695652,6.461215,6.47783809523809,6.56624347826087,6.74202352941177,0.6114347826086961,0.6191904761904761,0.616772727272727,0.619173913043478,0.642045454545454
6.3565,0.634761904761905,201110,6.3828,6.40902608695652,6.461215,6.5291833333333305,6.67317333333333,0.633727272727272,0.6114347826086961,0.6191904761904761,0.610666666666667,0.630666666666667
6.3392,0.632545454545455,201111,6.3565,6.3828,6.40902608695652,6.49951,6.65578,0.634761904761905,0.633727272727272,0.6114347826086961,0.6121818181818179,0.6270909090909089
6.3286,0.641636363636364,201112,6.3392,6.3565,6.3828,6.47783809523809,6.65360952380952,0.632545454545455,0.634761904761905,0.633727272727272,0.616772727272727,0.642
6.3158,0.644681818181818,201201,6.3286,6.3392,6.3565,6.461215,6.60338421052632,0.641636363636364,0.632545454545455,0.634761904761905,0.6191904761904761,0.633571428571429
6.3003599999999995,0.6328095238095239,201202,6.3158,6.3286,6.3392,6.40902608695652,6.58403571428571,0.644681818181818,0.641636363636364,0.632545454545455,0.6114347826086961,0.62005
6.30813636363636,0.6320909090909089,201203,6.3003599999999995,6.3158,6.3286,6.3828,6.56624347826087,0.6328095238095239,0.644681818181818,0.641636363636364,0.633727272727272,0.619173913043478
6.296582352941179,0.6251428571428571,201204,6.30813636363636,6.3003599999999995,6.3158,6.3565,6.5291833333333305,0.6320909090909089,0.6328095238095239,0.644681818181818,0.634761904761905,0.610666666666667
6.30536666666667,0.628608695652174,201205,6.296582352941179,6.30813636363636,6.3003599999999995,6.3392,6.49951,0.6251428571428571,0.6320909090909089,0.6328095238095239,0.632545454545455,0.6121818181818179
6.3177900000000005,0.6431428571428571,201206,6.30536666666667,6.296582352941179,6.30813636363636,6.3286,6.47783809523809,0.628608695652174,0.6251428571428571,0.6320909090909089,0.641636363636364,0.616772727272727
6.32402380952381,0.641545454545455,201207,6.3177900000000005,6.30536666666667,6.296582352941179,6.3158,6.461215,0.6431428571428571,0.628608695652174,0.6251428571428571,0.644681818181818,0.6191904761904761
6.34036086956522,0.636173913043478,201208,6.32402380952381,6.3177900000000005,6.30536666666667,6.3003599999999995,6.40902608695652,0.641545454545455,0.6431428571428571,0.628608695652174,0.6328095238095239,0.6114347826086961
6.33941052631579,0.6207,201209,6.34036086956522,6.32402380952381,6.3177900000000005,6.30813636363636,6.3828,0.636173913043478,0.641545454545455,0.6431428571428571,0.6320909090909089,0.633727272727272
6.31435333333333,0.6219565217391301,201210,6.33941052631579,6.34036086956522,6.32402380952381,6.296582352941179,6.3565,0.6207,0.636173913043478,0.641545454545455,0.6251428571428571,0.634761904761905
6.29576,0.626545454545455,201211,6.31435333333333,6.33941052631579,6.34036086956522,6.30536666666667,6.3392,0.6219565217391301,0.6207,0.636173913043478,0.628608695652174,0.632545454545455
6.29005,0.6195238095238089,201212,6.29576,6.31435333333333,6.33941052631579,6.3177900000000005,6.3286,0.626545454545455,0.6219565217391301,0.6207,0.6431428571428571,0.641636363636364
