BCI_GBR,CCI_GBR,CLI_GBR,GDP_GBR,Date,BCI_GBR-1,BCI_GBR-2,BCI_GBR-3,BCI_GBR-6,BCI_GBR-12,CCI_GBR-1,CCI_GBR-2,CCI_GBR-3,CCI_GBR-6,CCI_GBR-12,CLI_GBR-1,CLI_GBR-2,CLI_GBR-3,CLI_GBR-6,CLI_GBR-12,GDP_GBR-1,GDP_GBR-2,GDP_GBR-3,GDP_GBR-6,GDP_GBR-12
101.1673,102.1843,100.9172,100.6546,201503,101.4003,101.4961,101.5193,101.4577,101.3811,102.0631,101.9413,101.8922,102.1252,101.9986,100.9659,101.0344,101.1274,101.4895,101.8187,100.6652,100.676,100.6835,100.6475,100.2828
101.0218,102.1823,100.8839,100.6456,201504,101.1673,101.4003,101.4961,101.4259,101.5722,102.1843,102.0631,101.9413,102.0352,102.279,100.9172,100.9659,101.0344,101.3609,101.8439,100.6546,100.6652,100.676,100.6715,100.3638
100.9585,102.0276,100.8599,100.6384,201505,101.0218,101.1673,101.4003,101.4803,101.7445,102.1823,102.1843,102.0631,101.9222,102.4608,100.8839,100.9172,100.9659,101.2379,101.8417,100.6456,100.6546,100.6652,100.6832,100.4396
100.8772,101.98700000000001,100.8261,100.6338,201506,100.9585,101.0218,101.1673,101.5193,101.8207,102.0276,102.1823,102.1843,101.8922,102.47,100.8599,100.8839,100.9172,101.1274,101.8075,100.6384,100.6456,100.6546,100.6835,100.507
100.8111,101.8796,100.7613,100.6338,201507,100.8772,100.9585,101.0218,101.4961,101.7198,101.98700000000001,102.0276,102.1823,101.9413,102.3589,100.8261,100.8599,100.8839,101.0344,101.73200000000001,100.6338,100.6384,100.6456,100.676,100.5646
100.6678,101.7374,100.6665,100.6395,201508,100.8111,100.8772,100.9585,101.4003,101.6006,101.8796,101.98700000000001,102.0276,102.0631,102.2662,100.7613,100.8261,100.8599,100.9659,101.6214,100.6338,100.6338,100.6384,100.6652,100.6116
100.5123,101.587,100.5522,100.6493,201509,100.6678,100.8111,100.8772,101.1673,101.4577,101.7374,101.8796,101.98700000000001,102.1843,102.1252,100.6665,100.7613,100.8261,100.9172,101.4895,100.6395,100.6338,100.6338,100.6546,100.6475
100.4006,101.5609,100.4357,100.6557,201510,100.5123,100.6678,100.8111,101.0218,101.4259,101.587,101.7374,101.8796,102.1823,102.0352,100.5522,100.6665,100.7613,100.8839,101.3609,100.6493,100.6395,100.6338,100.6456,100.6715
100.2883,101.6758,100.3141,100.6493,201511,100.4006,100.5123,100.6678,100.9585,101.4803,101.5609,101.587,101.7374,102.0276,101.9222,100.4357,100.5522,100.6665,100.8599,101.2379,100.6557,100.6493,100.6395,100.6384,100.6832
100.2453,101.8434,100.1812,100.6227,201512,100.2883,100.4006,100.5123,100.8772,101.5193,101.6758,101.5609,101.587,101.98700000000001,101.8922,100.3141,100.4357,100.5522,100.8261,101.1274,100.6493,100.6557,100.6493,100.6338,100.6835
100.2793,101.8637,100.0237,100.5754,201601,100.2453,100.2883,100.4006,100.8111,101.4961,101.8434,101.6758,101.5609,101.8796,101.9413,100.1812,100.3141,100.4357,100.7613,101.0344,100.6227,100.6493,100.6557,100.6338,100.676
100.2965,101.7382,99.85949000000001,100.5113,201602,100.2793,100.2453,100.2883,100.6678,101.4003,101.8637,101.8434,101.6758,101.7374,102.0631,100.0237,100.1812,100.3141,100.6665,100.9659,100.5754,100.6227,100.6493,100.6395,100.6652
100.40799999999999,101.6032,99.71053,100.4375,201603,100.2965,100.2793,100.2453,100.5123,101.1673,101.7382,101.8637,101.8434,101.587,102.1843,99.85949000000001,100.0237,100.1812,100.5522,100.9172,100.5113,100.5754,100.6227,100.6493,100.6546
100.4998,101.4364,99.58421,100.3641,201604,100.40799999999999,100.2965,100.2793,100.4006,101.0218,101.6032,101.7382,101.8637,101.5609,102.1823,99.71053,99.85949000000001,100.0237,100.4357,100.8839,100.4375,100.5113,100.5754,100.6557,100.6456
100.6369,101.1764,99.50343000000001,100.3021,201605,100.4998,100.40799999999999,100.2965,100.2883,100.9585,101.4364,101.6032,101.7382,101.6758,102.0276,99.58421,99.71053,99.85949000000001,100.3141,100.8599,100.3641,100.4375,100.5113,100.6493,100.6384
100.7039,100.859,99.48295,100.2597,201606,100.6369,100.4998,100.40799999999999,100.2453,100.8772,101.1764,101.4364,101.6032,101.8434,101.98700000000001,99.50343000000001,99.58421,99.71053,100.1812,100.8261,100.3021,100.3641,100.4375,100.6227,100.6338
100.63799999999999,100.5047,99.54103,100.2393,201607,100.7039,100.6369,100.4998,100.2793,100.8111,100.859,101.1764,101.4364,101.8637,101.8796,99.48295,99.50343000000001,99.58421,100.0237,100.7613,100.2597,100.3021,100.3641,100.5754,100.6338
100.5998,100.4983,99.68956,100.2392,201608,100.63799999999999,100.7039,100.6369,100.2965,100.6678,100.5047,100.859,101.1764,101.7382,101.7374,99.54103,99.48295,99.50343000000001,99.85949000000001,100.6665,100.2393,100.2597,100.3021,100.5113,100.6395
100.6573,100.7031,99.8812,100.2541,201609,100.5998,100.63799999999999,100.7039,100.40799999999999,100.5123,100.4983,100.5047,100.859,101.6032,101.587,99.68956,99.54103,99.48295,99.71053,100.5522,100.2392,100.2393,100.2597,100.4375,100.6493
100.8455,100.7305,100.0529,100.2736,201610,100.6573,100.5998,100.63799999999999,100.4998,100.4006,100.7031,100.4983,100.5047,101.4364,101.5609,99.8812,99.68956,99.54103,99.58421,100.4357,100.2541,100.2392,100.2393,100.3641,100.6557
101.1081,100.6349,100.1898,100.2862,201611,100.8455,100.6573,100.5998,100.6369,100.2883,100.7305,100.7031,100.4983,101.1764,101.6758,100.0529,99.8812,99.68956,99.50343000000001,100.3141,100.2736,100.2541,100.2392,100.3021,100.6493
101.2951,100.6377,100.2898,100.2828,201612,101.1081,100.8455,100.6573,100.7039,100.2453,100.6349,100.7305,100.7031,100.859,101.8434,100.1898,100.0529,99.8812,99.48295,100.1812,100.2862,100.2736,100.2541,100.2597,100.6227
101.4774,100.6654,100.3408,100.2604,201701,101.2951,101.1081,100.8455,100.63799999999999,100.2793,100.6377,100.6349,100.7305,100.5047,101.8637,100.2898,100.1898,100.0529,99.54103,100.0237,100.2828,100.2862,100.2736,100.2393,100.5754
101.6048,100.7026,100.3542,100.2197,201702,101.4774,101.2951,101.1081,100.5998,100.2965,100.6654,100.6377,100.6349,100.4983,101.7382,100.3408,100.2898,100.1898,99.68956,99.85949000000001,100.2604,100.2828,100.2862,100.2392,100.5113
101.6334,100.6877,100.3286,100.1639,201703,101.6048,101.4774,101.2951,100.6573,100.40799999999999,100.7026,100.6654,100.6377,100.7031,101.6032,100.3542,100.3408,100.2898,99.8812,99.71053,100.2197,100.2604,100.2828,100.2541,100.4375
101.6551,100.5987,100.2728,100.09899999999999,201704,101.6334,101.6048,101.4774,100.8455,100.4998,100.6877,100.7026,100.6654,100.7305,101.4364,100.3286,100.3542,100.3408,100.0529,99.58421,100.1639,100.2197,100.2604,100.2736,100.3641
101.839,100.469,100.2302,100.0316,201705,101.6551,101.6334,101.6048,101.1081,100.6369,100.5987,100.6877,100.7026,100.6349,101.1764,100.2728,100.3286,100.3542,100.1898,99.50343000000001,100.09899999999999,100.1639,100.2197,100.2862,100.3021
102.0686,100.3675,100.1951,99.96642,201706,101.839,101.6551,101.6334,101.2951,100.7039,100.469,100.5987,100.6877,100.6377,100.859,100.2302,100.2728,100.3286,100.2898,99.48295,100.0316,100.09899999999999,100.1639,100.2828,100.2597
102.1916,100.3577,100.1577,99.90491,201707,102.0686,101.839,101.6551,101.4774,100.63799999999999,100.3675,100.469,100.5987,100.6654,100.5047,100.1951,100.2302,100.2728,100.3408,99.54103,99.96642,100.0316,100.09899999999999,100.2604,100.2393
102.1093,100.3979,100.0913,99.84654,201708,102.1916,102.0686,101.839,101.6048,100.5998,100.3577,100.3675,100.469,100.7026,100.4983,100.1577,100.1951,100.2302,100.3542,99.68956,99.90491,99.96642,100.0316,100.2197,100.2392
101.9934,100.4902,99.98156999999999,99.78961,201709,102.1093,102.1916,102.0686,101.6334,100.6573,100.3979,100.3577,100.3675,100.6877,100.7031,100.0913,100.1577,100.1951,100.3286,99.8812,99.84654,99.90491,99.96642,100.1639,100.2541
101.9671,100.5321,99.84259,99.73199,201710,101.9934,102.1093,102.1916,101.6551,100.8455,100.4902,100.3979,100.3577,100.5987,100.7305,99.98156999999999,100.0913,100.1577,100.2728,100.0529,99.78961,99.84654,99.90491,100.09899999999999,100.2736
102.0141,100.53399999999999,99.70522,99.67189,201711,101.9671,101.9934,102.1093,101.839,101.1081,100.5321,100.4902,100.3979,100.469,100.6349,99.84259,99.98156999999999,100.0913,100.2302,100.1898,99.73199,99.78961,99.84654,100.0316,100.2862
102.0265,100.5308,99.60188000000001,99.60857,201712,102.0141,101.9671,101.9934,102.0686,101.2951,100.53399999999999,100.5321,100.4902,100.3675,100.6377,99.70522,99.84259,99.98156999999999,100.1951,100.2898,99.67189,99.73199,99.78961,99.96642,100.2828
101.8598,100.6269,99.52877,99.54339,201801,102.0265,102.0141,101.9671,102.1916,101.4774,100.5308,100.53399999999999,100.5321,100.3577,100.6654,99.60188000000001,99.70522,99.84259,100.1577,100.3408,99.60857,99.67189,99.73199,99.90491,100.2604
101.4963,100.7197,99.44903000000001,99.47832,201802,101.8598,102.0265,102.0141,102.1093,101.6048,100.6269,100.5308,100.53399999999999,100.3979,100.7026,99.52877,99.60188000000001,99.70522,100.0913,100.3542,99.54339,99.60857,99.67189,99.84654,100.2197
101.1914,100.7452,99.35431,99.41468,201803,101.4963,101.8598,102.0265,101.9934,101.6334,100.7197,100.6269,100.5308,100.4902,100.6877,99.44903000000001,99.52877,99.60188000000001,99.98156999999999,100.3286,99.47832,99.54339,99.60857,99.78961,100.1639
