TRY,GBP,Date,TRY-1,TRY-2,TRY-3,TRY-4,TRY-5,TRY-6,TRY-7,TRY-8,TRY-12,GBP-1,GBP-2,GBP-3,GBP-4,GBP-5,GBP-6,GBP-7,GBP-8,GBP-12
0.6840572727272729,0.700311340961815,200011,0.676761136363636,0.66452025,0.645087608695652,0.6272771428571429,0.615869772727273,0.6173652173913039,0.59540625,0.580068695652174,,0.688969358010187,0.697577341307164,0.67171635553722,0.6628430088808929,0.6618938188559189,0.662591591549789,0.632210194335299,0.632357416916227,
0.67764825,0.681995987369811,200012,0.6840572727272729,0.676761136363636,0.66452025,0.645087608695652,0.6272771428571429,0.615869772727273,0.6173652173913039,0.59540625,,0.700311340961815,0.688969358010187,0.697577341307164,0.67171635553722,0.6628430088808929,0.6618938188559189,0.662591591549789,0.632210194335299,
0.6709612727272729,0.676888065510391,200101,0.67764825,0.6840572727272729,0.676761136363636,0.66452025,0.645087608695652,0.6272771428571429,0.615869772727273,0.6173652173913039,0.5448025,0.681995987369811,0.700311340961815,0.688969358010187,0.697577341307164,0.67171635553722,0.6628430088808929,0.6618938188559189,0.662591591549789,0.6096070658281321
0.75282375,0.688367915488735,200102,0.6709612727272729,0.67764825,0.6840572727272729,0.676761136363636,0.66452025,0.645087608695652,0.6272771428571429,0.615869772727273,0.5630395238095239,0.676888065510391,0.681995987369811,0.700311340961815,0.688969358010187,0.697577341307164,0.67171635553722,0.6628430088808929,0.6618938188559189,0.624778033470486
0.959027272727273,0.692499198944359,200103,0.75282375,0.6709612727272729,0.67764825,0.6840572727272729,0.676761136363636,0.66452025,0.645087608695652,0.6272771428571429,0.580068695652174,0.688367915488735,0.676888065510391,0.681995987369811,0.700311340961815,0.688969358010187,0.697577341307164,0.67171635553722,0.6628430088808929,0.632357416916227
1.214425,0.69654137273442,200104,0.959027272727273,0.75282375,0.6709612727272729,0.67764825,0.6840572727272729,0.676761136363636,0.66452025,0.645087608695652,0.59540625,0.692499198944359,0.688367915488735,0.676888065510391,0.681995987369811,0.700311340961815,0.688969358010187,0.697577341307164,0.67171635553722,0.632210194335299
1.1392152173913002,0.700808435361666,200105,1.214425,0.959027272727273,0.75282375,0.6709612727272729,0.67764825,0.6840572727272729,0.676761136363636,0.66452025,0.6173652173913039,0.69654137273442,0.692499198944359,0.688367915488735,0.676888065510391,0.681995987369811,0.700311340961815,0.688969358010187,0.697577341307164,0.662591591549789
1.21883333333333,0.712875556514149,200106,1.1392152173913002,1.214425,0.959027272727273,0.75282375,0.6709612727272729,0.67764825,0.6840572727272729,0.676761136363636,0.615869772727273,0.700808435361666,0.69654137273442,0.692499198944359,0.688367915488735,0.676888065510391,0.681995987369811,0.700311340961815,0.688969358010187,0.6618938188559189
1.32375,0.706541683014876,200107,1.21883333333333,1.1392152173913002,1.214425,0.959027272727273,0.75282375,0.6709612727272729,0.67764825,0.6840572727272729,0.6272771428571429,0.712875556514149,0.700808435361666,0.69654137273442,0.692499198944359,0.688367915488735,0.676888065510391,0.681995987369811,0.700311340961815,0.6628430088808929
1.3998043478260902,0.695362464298501,200108,1.32375,1.21883333333333,1.1392152173913002,1.214425,0.959027272727273,0.75282375,0.6709612727272729,0.67764825,0.645087608695652,0.706541683014876,0.712875556514149,0.700808435361666,0.69654137273442,0.692499198944359,0.688367915488735,0.676888065510391,0.681995987369811,0.67171635553722
1.473325,0.6825601792521961,200109,1.3998043478260902,1.32375,1.21883333333333,1.1392152173913002,1.214425,0.959027272727273,0.75282375,0.6709612727272729,0.66452025,0.695362464298501,0.706541683014876,0.712875556514149,0.700808435361666,0.69654137273442,0.692499198944359,0.688367915488735,0.676888065510391,0.697577341307164
1.6065,0.6889161445160981,200110,1.473325,1.3998043478260902,1.32375,1.21883333333333,1.1392152173913002,1.214425,0.959027272727273,0.75282375,0.676761136363636,0.6825601792521961,0.695362464298501,0.706541683014876,0.712875556514149,0.700808435361666,0.69654137273442,0.692499198944359,0.688367915488735,0.688969358010187
1.5253636363636398,0.69644000117604,200111,1.6065,1.473325,1.3998043478260902,1.32375,1.21883333333333,1.1392152173913002,1.214425,0.959027272727273,0.6840572727272729,0.6889161445160981,0.6825601792521961,0.695362464298501,0.706541683014876,0.712875556514149,0.700808435361666,0.69654137273442,0.692499198944359,0.700311340961815
1.45519444444444,0.693669387909886,200112,1.5253636363636398,1.6065,1.473325,1.3998043478260902,1.32375,1.21883333333333,1.1392152173913002,1.214425,0.67764825,0.69644000117604,0.6889161445160981,0.6825601792521961,0.695362464298501,0.706541683014876,0.712875556514149,0.700808435361666,0.69654137273442,0.681995987369811
1.37477272727273,0.6984069437571471,200201,1.45519444444444,1.5253636363636398,1.6065,1.473325,1.3998043478260902,1.32375,1.21883333333333,1.1392152173913002,0.6709612727272729,0.693669387909886,0.69644000117604,0.6889161445160981,0.6825601792521961,0.695362464298501,0.706541683014876,0.712875556514149,0.700808435361666,0.676888065510391
1.360225,0.702448419578316,200202,1.37477272727273,1.45519444444444,1.5253636363636398,1.6065,1.473325,1.3998043478260902,1.32375,1.21883333333333,0.75282375,0.6984069437571471,0.693669387909886,0.69644000117604,0.6889161445160981,0.6825601792521961,0.695362464298501,0.706541683014876,0.712875556514149,0.688367915488735
1.3612380952381,0.7024983235274901,200203,1.360225,1.37477272727273,1.45519444444444,1.5253636363636398,1.6065,1.473325,1.3998043478260902,1.32375,0.959027272727273,0.702448419578316,0.6984069437571471,0.693669387909886,0.69644000117604,0.6889161445160981,0.6825601792521961,0.695362464298501,0.706541683014876,0.692499198944359
1.3242045454545501,0.692691020073323,200204,1.3612380952381,1.360225,1.37477272727273,1.45519444444444,1.5253636363636398,1.6065,1.473325,1.3998043478260902,1.214425,0.7024983235274901,0.702448419578316,0.6984069437571471,0.693669387909886,0.69644000117604,0.6889161445160981,0.6825601792521961,0.695362464298501,0.69654137273442
1.39789130434783,0.684997868577231,200205,1.3242045454545501,1.3612380952381,1.360225,1.37477272727273,1.45519444444444,1.5253636363636398,1.6065,1.473325,1.1392152173913002,0.692691020073323,0.7024983235274901,0.702448419578316,0.6984069437571471,0.693669387909886,0.69644000117604,0.6889161445160981,0.6825601792521961,0.700808435361666
1.5293,0.673375597464352,200206,1.39789130434783,1.3242045454545501,1.3612380952381,1.360225,1.37477272727273,1.45519444444444,1.5253636363636398,1.6065,1.21883333333333,0.684997868577231,0.692691020073323,0.7024983235274901,0.702448419578316,0.6984069437571471,0.693669387909886,0.69644000117604,0.6889161445160981,0.712875556514149
1.6579021739130402,0.642369831032046,200207,1.5293,1.39789130434783,1.3242045454545501,1.3612380952381,1.360225,1.37477272727273,1.45519444444444,1.5253636363636398,1.32375,0.673375597464352,0.684997868577231,0.692691020073323,0.7024983235274901,0.702448419578316,0.6984069437571471,0.693669387909886,0.69644000117604,0.706541683014876
1.6435,0.650471811671364,200208,1.6579021739130402,1.5293,1.39789130434783,1.3242045454545501,1.3612380952381,1.360225,1.37477272727273,1.45519444444444,1.3998043478260902,0.642369831032046,0.673375597464352,0.684997868577231,0.692691020073323,0.7024983235274901,0.702448419578316,0.6984069437571471,0.693669387909886,0.695362464298501
1.65434128571429,0.642425758622161,200209,1.6435,1.6579021739130402,1.5293,1.39789130434783,1.3242045454545501,1.3612380952381,1.360225,1.37477272727273,1.473325,0.650471811671364,0.642369831032046,0.673375597464352,0.684997868577231,0.692691020073323,0.7024983235274901,0.702448419578316,0.6984069437571471,0.6825601792521961
1.6560558260869598,0.6420597245430679,200210,1.65434128571429,1.6435,1.6579021739130402,1.5293,1.39789130434783,1.3242045454545501,1.3612380952381,1.360225,1.6065,0.642425758622161,0.650471811671364,0.642369831032046,0.673375597464352,0.684997868577231,0.692691020073323,0.7024983235274901,0.702448419578316,0.6889161445160981
1.6095225714285701,0.6363967293786271,200211,1.6560558260869598,1.65434128571429,1.6435,1.6579021739130402,1.5293,1.39789130434783,1.3242045454545501,1.3612380952381,1.5253636363636398,0.6420597245430679,0.642425758622161,0.650471811671364,0.642369831032046,0.673375597464352,0.684997868577231,0.692691020073323,0.7024983235274901,0.69644000117604
1.57915294736842,0.630365370196333,200212,1.6095225714285701,1.6560558260869598,1.65434128571429,1.6435,1.6579021739130402,1.5293,1.39789130434783,1.3242045454545501,1.45519444444444,0.6363967293786271,0.6420597245430679,0.642425758622161,0.650471811671364,0.642369831032046,0.673375597464352,0.684997868577231,0.692691020073323,0.693669387909886
1.6632743181818201,0.6178942535438771,200301,1.57915294736842,1.6095225714285701,1.6560558260869598,1.65434128571429,1.6435,1.6579021739130402,1.5293,1.39789130434783,1.37477272727273,0.630365370196333,0.6363967293786271,0.6420597245430679,0.642425758622161,0.650471811671364,0.642369831032046,0.673375597464352,0.684997868577231,0.6984069437571471
1.63141175,0.622041762524343,200302,1.6632743181818201,1.57915294736842,1.6095225714285701,1.6560558260869598,1.65434128571429,1.6435,1.6579021739130402,1.5293,1.360225,0.6178942535438771,0.630365370196333,0.6363967293786271,0.6420597245430679,0.642425758622161,0.650471811671364,0.642369831032046,0.673375597464352,0.702448419578316
1.6631600952381,0.631704720669103,200303,1.63141175,1.6632743181818201,1.57915294736842,1.6095225714285701,1.6560558260869598,1.65434128571429,1.6435,1.6579021739130402,1.3612380952381,0.622041762524343,0.6178942535438771,0.630365370196333,0.6363967293786271,0.6420597245430679,0.642425758622161,0.650471811671364,0.642369831032046,0.7024983235274901
1.6293678181818203,0.634901450416223,200304,1.6631600952381,1.63141175,1.6632743181818201,1.57915294736842,1.6095225714285701,1.6560558260869598,1.65434128571429,1.6435,1.3242045454545501,0.631704720669103,0.622041762524343,0.6178942535438771,0.630365370196333,0.6363967293786271,0.6420597245430679,0.642425758622161,0.650471811671364,0.692691020073323
1.49221659090909,0.616385258933644,200305,1.6293678181818203,1.6631600952381,1.63141175,1.6632743181818201,1.57915294736842,1.6095225714285701,1.6560558260869598,1.65434128571429,1.39789130434783,0.634901450416223,0.631704720669103,0.622041762524343,0.6178942535438771,0.630365370196333,0.6363967293786271,0.6420597245430679,0.642425758622161,0.684997868577231
1.4267104285714298,0.602220489584985,200306,1.49221659090909,1.6293678181818203,1.6631600952381,1.63141175,1.6632743181818201,1.57915294736842,1.6095225714285701,1.6560558260869598,1.5293,0.616385258933644,0.634901450416223,0.631704720669103,0.622041762524343,0.6178942535438771,0.630365370196333,0.6363967293786271,0.6420597245430679,0.673375597464352
1.4035157826087001,0.616165309071559,200307,1.4267104285714298,1.49221659090909,1.6293678181818203,1.6631600952381,1.63141175,1.6632743181818201,1.57915294736842,1.6095225714285701,1.6579021739130402,0.602220489584985,0.616385258933644,0.634901450416223,0.631704720669103,0.622041762524343,0.6178942535438771,0.630365370196333,0.6363967293786271,0.642369831032046
1.40480461904762,0.627493431444005,200308,1.4035157826087001,1.4267104285714298,1.49221659090909,1.6293678181818203,1.6631600952381,1.63141175,1.6632743181818201,1.57915294736842,1.6435,0.616165309071559,0.602220489584985,0.616385258933644,0.634901450416223,0.631704720669103,0.622041762524343,0.6178942535438771,0.630365370196333,0.650471811671364
1.3769003636363601,0.6198700453339101,200309,1.40480461904762,1.4035157826087001,1.4267104285714298,1.49221659090909,1.6293678181818203,1.6631600952381,1.63141175,1.6632743181818201,1.65434128571429,0.627493431444005,0.616165309071559,0.602220489584985,0.616385258933644,0.634901450416223,0.631704720669103,0.622041762524343,0.6178942535438771,0.642425758622161
1.43204926086957,0.595976322374027,200310,1.3769003636363601,1.40480461904762,1.4035157826087001,1.4267104285714298,1.49221659090909,1.6293678181818203,1.6631600952381,1.63141175,1.6560558260869598,0.6198700453339101,0.627493431444005,0.616165309071559,0.602220489584985,0.616385258933644,0.634901450416223,0.631704720669103,0.622041762524343,0.6420597245430679
1.47251695,0.591717061095713,200311,1.43204926086957,1.3769003636363601,1.40480461904762,1.4035157826087001,1.4267104285714298,1.49221659090909,1.6293678181818203,1.6631600952381,1.6095225714285701,0.595976322374027,0.6198700453339101,0.627493431444005,0.616165309071559,0.602220489584985,0.616385258933644,0.634901450416223,0.631704720669103,0.6363967293786271
1.43457104761905,0.570976102571058,200312,1.47251695,1.43204926086957,1.3769003636363601,1.40480461904762,1.4035157826087001,1.4267104285714298,1.49221659090909,1.6293678181818203,1.57915294736842,0.591717061095713,0.595976322374027,0.6198700453339101,0.627493431444005,0.616165309071559,0.602220489584985,0.616385258933644,0.634901450416223,0.630365370196333
1.34825223809524,0.548156636379759,200401,1.43457104761905,1.47251695,1.43204926086957,1.3769003636363601,1.40480461904762,1.4035157826087001,1.4267104285714298,1.49221659090909,1.6632743181818201,0.570976102571058,0.591717061095713,0.595976322374027,0.6198700453339101,0.627493431444005,0.616165309071559,0.602220489584985,0.616385258933644,0.6178942535438771
1.3298716,0.535325437368056,200402,1.34825223809524,1.43457104761905,1.47251695,1.43204926086957,1.3769003636363601,1.40480461904762,1.4035157826087001,1.4267104285714298,1.63141175,0.548156636379759,0.570976102571058,0.591717061095713,0.595976322374027,0.6198700453339101,0.627493431444005,0.616165309071559,0.602220489584985,0.622041762524343
1.31987295652174,0.547068047824086,200403,1.3298716,1.34825223809524,1.43457104761905,1.47251695,1.43204926086957,1.3769003636363601,1.40480461904762,1.4035157826087001,1.6631600952381,0.535325437368056,0.548156636379759,0.570976102571058,0.591717061095713,0.595976322374027,0.6198700453339101,0.627493431444005,0.616165309071559,0.631704720669103
1.3598413636363602,0.554118943319192,200404,1.31987295652174,1.3298716,1.34825223809524,1.43457104761905,1.47251695,1.43204926086957,1.3769003636363601,1.40480461904762,1.6293678181818203,0.547068047824086,0.535325437368056,0.548156636379759,0.570976102571058,0.591717061095713,0.595976322374027,0.6198700453339101,0.627493431444005,0.634901450416223
1.51092338095238,0.559053109128785,200405,1.3598413636363602,1.31987295652174,1.3298716,1.34825223809524,1.43457104761905,1.47251695,1.43204926086957,1.3769003636363601,1.49221659090909,0.554118943319192,0.547068047824086,0.535325437368056,0.548156636379759,0.570976102571058,0.591717061095713,0.595976322374027,0.6198700453339101,0.616385258933644
1.4936254999999998,0.546650992988524,200406,1.51092338095238,1.3598413636363602,1.31987295652174,1.3298716,1.34825223809524,1.43457104761905,1.47251695,1.43204926086957,1.4267104285714298,0.559053109128785,0.554118943319192,0.547068047824086,0.535325437368056,0.548156636379759,0.570976102571058,0.591717061095713,0.595976322374027,0.602220489584985
1.4563381363636398,0.542411944511248,200407,1.4936254999999998,1.51092338095238,1.3598413636363602,1.31987295652174,1.3298716,1.34825223809524,1.43457104761905,1.47251695,1.4035157826087001,0.546650992988524,0.559053109128785,0.554118943319192,0.547068047824086,0.535325437368056,0.548156636379759,0.570976102571058,0.591717061095713,0.616165309071559
1.4798354999999999,0.549680897540124,200408,1.4563381363636398,1.4936254999999998,1.51092338095238,1.3598413636363602,1.31987295652174,1.3298716,1.34825223809524,1.43457104761905,1.40480461904762,0.542411944511248,0.546650992988524,0.559053109128785,0.554118943319192,0.547068047824086,0.535325437368056,0.548156636379759,0.570976102571058,0.627493431444005
1.49765909090909,0.5577996874777371,200409,1.4798354999999999,1.4563381363636398,1.4936254999999998,1.51092338095238,1.3598413636363602,1.31987295652174,1.3298716,1.34825223809524,1.3769003636363601,0.549680897540124,0.542411944511248,0.546650992988524,0.559053109128785,0.554118943319192,0.547068047824086,0.535325437368056,0.548156636379759,0.6198700453339101
1.4827809523809499,0.5530845956085041,200410,1.49765909090909,1.4798354999999999,1.4563381363636398,1.4936254999999998,1.51092338095238,1.3598413636363602,1.31987295652174,1.3298716,1.43204926086957,0.5577996874777371,0.549680897540124,0.542411944511248,0.546650992988524,0.559053109128785,0.554118943319192,0.547068047824086,0.535325437368056,0.595976322374027
1.4435136363636398,0.5374726866506561,200411,1.4827809523809499,1.49765909090909,1.4798354999999999,1.4563381363636398,1.4936254999999998,1.51092338095238,1.3598413636363602,1.31987295652174,1.47251695,0.5530845956085041,0.5577996874777371,0.549680897540124,0.542411944511248,0.546650992988524,0.559053109128785,0.554118943319192,0.547068047824086,0.591717061095713
1.3894304347826103,0.518143251987123,200412,1.4435136363636398,1.4827809523809499,1.49765909090909,1.4798354999999999,1.4563381363636398,1.4936254999999998,1.51092338095238,1.3598413636363602,1.43457104761905,0.5374726866506561,0.5530845956085041,0.5577996874777371,0.549680897540124,0.542411944511248,0.546650992988524,0.559053109128785,0.554118943319192,0.570976102571058
1.34841904761905,0.532370363892579,200501,1.3894304347826103,1.4435136363636398,1.4827809523809499,1.49765909090909,1.4798354999999999,1.4563381363636398,1.4936254999999998,1.51092338095238,1.34825223809524,0.518143251987123,0.5374726866506561,0.5530845956085041,0.5577996874777371,0.549680897540124,0.542411944511248,0.546650992988524,0.559053109128785,0.548156636379759
1.307605,0.529457001446766,200502,1.34841904761905,1.3894304347826103,1.4435136363636398,1.4827809523809499,1.49765909090909,1.4798354999999999,1.4563381363636398,1.4936254999999998,1.3298716,0.532370363892579,0.518143251987123,0.5374726866506561,0.5530845956085041,0.5577996874777371,0.549680897540124,0.542411944511248,0.546650992988524,0.535325437368056
1.3079,0.5253117718549051,200503,1.307605,1.34841904761905,1.3894304347826103,1.4435136363636398,1.4827809523809499,1.49765909090909,1.4798354999999999,1.4563381363636398,1.31987295652174,0.529457001446766,0.532370363892579,0.518143251987123,0.5374726866506561,0.5530845956085041,0.5577996874777371,0.549680897540124,0.542411944511248,0.547068047824086
1.35485714285714,0.527329880508339,200504,1.3079,1.307605,1.34841904761905,1.3894304347826103,1.4435136363636398,1.4827809523809499,1.49765909090909,1.4798354999999999,1.3598413636363602,0.5253117718549051,0.529457001446766,0.532370363892579,0.518143251987123,0.5374726866506561,0.5530845956085041,0.5577996874777371,0.549680897540124,0.554118943319192
1.3640181818181798,0.5395472867276829,200505,1.35485714285714,1.3079,1.307605,1.34841904761905,1.3894304347826103,1.4435136363636398,1.4827809523809499,1.49765909090909,1.51092338095238,0.527329880508339,0.5253117718549051,0.529457001446766,0.532370363892579,0.518143251987123,0.5374726866506561,0.5530845956085041,0.5577996874777371,0.559053109128785
1.3537136363636397,0.550150192815054,200506,1.3640181818181798,1.35485714285714,1.3079,1.307605,1.34841904761905,1.3894304347826103,1.4435136363636398,1.4827809523809499,1.4936254999999998,0.5395472867276829,0.527329880508339,0.5253117718549051,0.529457001446766,0.532370363892579,0.518143251987123,0.5374726866506561,0.5530845956085041,0.546650992988524
1.335425,0.5708505533841889,200507,1.3537136363636397,1.3640181818181798,1.35485714285714,1.3079,1.307605,1.34841904761905,1.3894304347826103,1.4435136363636398,1.4563381363636398,0.550150192815054,0.5395472867276829,0.527329880508339,0.5253117718549051,0.529457001446766,0.532370363892579,0.518143251987123,0.5374726866506561,0.542411944511248
1.3397347826087,0.5572113543852231,200508,1.335425,1.3537136363636397,1.3640181818181798,1.35485714285714,1.3079,1.307605,1.34841904761905,1.3894304347826103,1.4798354999999999,0.5708505533841889,0.550150192815054,0.5395472867276829,0.527329880508339,0.5253117718549051,0.529457001446766,0.532370363892579,0.518143251987123,0.549680897540124
1.3342681818181799,0.553263798925442,200509,1.3397347826087,1.335425,1.3537136363636397,1.3640181818181798,1.35485714285714,1.3079,1.307605,1.34841904761905,1.49765909090909,0.5572113543852231,0.5708505533841889,0.550150192815054,0.5395472867276829,0.527329880508339,0.5253117718549051,0.529457001446766,0.532370363892579,0.5577996874777371
1.3511761904761899,0.5665063888884809,200510,1.3342681818181799,1.3397347826087,1.335425,1.3537136363636397,1.3640181818181798,1.35485714285714,1.3079,1.307605,1.4827809523809499,0.553263798925442,0.5572113543852231,0.5708505533841889,0.550150192815054,0.5395472867276829,0.527329880508339,0.5253117718549051,0.529457001446766,0.5530845956085041
1.3531181818181799,0.57626120466254,200511,1.3511761904761899,1.3342681818181799,1.3397347826087,1.335425,1.3537136363636397,1.3640181818181798,1.35485714285714,1.3079,1.4435136363636398,0.5665063888884809,0.553263798925442,0.5572113543852231,0.5708505533841889,0.550150192815054,0.5395472867276829,0.527329880508339,0.5253117718549051,0.5374726866506561
1.3453363636363602,0.572976295417614,200512,1.3531181818181799,1.3511761904761899,1.3342681818181799,1.3397347826087,1.335425,1.3537136363636397,1.3640181818181798,1.35485714285714,1.3894304347826103,0.57626120466254,0.5665063888884809,0.553263798925442,0.5572113543852231,0.5708505533841889,0.550150192815054,0.5395472867276829,0.527329880508339,0.518143251987123
1.32686363636364,0.566170651749906,200601,1.3453363636363602,1.3531181818181799,1.3511761904761899,1.3342681818181799,1.3397347826087,1.335425,1.3537136363636397,1.3640181818181798,1.34841904761905,0.572976295417614,0.57626120466254,0.5665063888884809,0.553263798925442,0.5572113543852231,0.5708505533841889,0.550150192815054,0.5395472867276829,0.532370363892579
1.319445,0.572171274138151,200602,1.32686363636364,1.3453363636363602,1.3531181818181799,1.3511761904761899,1.3342681818181799,1.3397347826087,1.335425,1.3537136363636397,1.307605,0.566170651749906,0.572976295417614,0.57626120466254,0.5665063888884809,0.553263798925442,0.5572113543852231,0.5708505533841889,0.550150192815054,0.529457001446766
1.33027826086957,0.5732636993763339,200603,1.319445,1.32686363636364,1.3453363636363602,1.3531181818181799,1.3511761904761899,1.3342681818181799,1.3397347826087,1.335425,1.3079,0.572171274138151,0.566170651749906,0.572976295417614,0.57626120466254,0.5665063888884809,0.553263798925442,0.5572113543852231,0.5708505533841889,0.5253117718549051
1.32961,0.565528021149806,200604,1.33027826086957,1.319445,1.32686363636364,1.3453363636363602,1.3531181818181799,1.3511761904761899,1.3342681818181799,1.3397347826087,1.35485714285714,0.5732636993763339,0.572171274138151,0.566170651749906,0.572976295417614,0.57626120466254,0.5665063888884809,0.553263798925442,0.5572113543852231,0.527329880508339
1.42769130434783,0.534831175484986,200605,1.32961,1.33027826086957,1.319445,1.32686363636364,1.3453363636363602,1.3531181818181799,1.3511761904761899,1.3342681818181799,1.3640181818181798,0.565528021149806,0.5732636993763339,0.572171274138151,0.566170651749906,0.572976295417614,0.57626120466254,0.5665063888884809,0.553263798925442,0.5395472867276829
1.5973727272727298,0.5425667824125461,200606,1.42769130434783,1.32961,1.33027826086957,1.319445,1.32686363636364,1.3453363636363602,1.3531181818181799,1.3511761904761899,1.3537136363636397,0.534831175484986,0.565528021149806,0.5732636993763339,0.572171274138151,0.566170651749906,0.572976295417614,0.57626120466254,0.5665063888884809,0.550150192815054
1.5465619047619,0.542089446923591,200607,1.5973727272727298,1.42769130434783,1.32961,1.33027826086957,1.319445,1.32686363636364,1.3453363636363602,1.3531181818181799,1.335425,0.5425667824125461,0.534831175484986,0.565528021149806,0.5732636993763339,0.572171274138151,0.566170651749906,0.572976295417614,0.57626120466254,0.5708505533841889
1.4601173913043501,0.52816588449313,200608,1.5465619047619,1.5973727272727298,1.42769130434783,1.32961,1.33027826086957,1.319445,1.32686363636364,1.3453363636363602,1.3397347826087,0.542089446923591,0.5425667824125461,0.534831175484986,0.565528021149806,0.5732636993763339,0.572171274138151,0.566170651749906,0.572976295417614,0.5572113543852231
1.47449047619048,0.530316781346044,200609,1.4601173913043501,1.5465619047619,1.5973727272727298,1.42769130434783,1.32961,1.33027826086957,1.319445,1.32686363636364,1.3342681818181799,0.52816588449313,0.542089446923591,0.5425667824125461,0.534831175484986,0.565528021149806,0.5732636993763339,0.572171274138151,0.566170651749906,0.553263798925442
1.4699818181818203,0.5329114395161,200610,1.47449047619048,1.4601173913043501,1.5465619047619,1.5973727272727298,1.42769130434783,1.32961,1.33027826086957,1.319445,1.3511761904761899,0.530316781346044,0.52816588449313,0.542089446923591,0.5425667824125461,0.534831175484986,0.565528021149806,0.5732636993763339,0.572171274138151,0.5665063888884809
1.45065,0.5229715169939461,200611,1.4699818181818203,1.47449047619048,1.4601173913043501,1.5465619047619,1.5973727272727298,1.42769130434783,1.32961,1.33027826086957,1.3531181818181799,0.5329114395161,0.530316781346044,0.52816588449313,0.542089446923591,0.5425667824125461,0.534831175484986,0.565528021149806,0.5732636993763339,0.57626120466254
1.42639047619048,0.509598361184803,200612,1.45065,1.4699818181818203,1.47449047619048,1.4601173913043501,1.5465619047619,1.5973727272727298,1.42769130434783,1.32961,1.3453363636363602,0.5229715169939461,0.5329114395161,0.530316781346044,0.52816588449313,0.542089446923591,0.5425667824125461,0.534831175484986,0.565528021149806,0.572976295417614
1.4186826086956499,0.5104401266832891,200701,1.42639047619048,1.45065,1.4699818181818203,1.47449047619048,1.4601173913043501,1.5465619047619,1.5973727272727298,1.42769130434783,1.32686363636364,0.509598361184803,0.5229715169939461,0.5329114395161,0.530316781346044,0.52816588449313,0.542089446923591,0.5425667824125461,0.534831175484986,0.566170651749906
1.39022,0.5105614109878069,200702,1.4186826086956499,1.42639047619048,1.45065,1.4699818181818203,1.47449047619048,1.4601173913043501,1.5465619047619,1.5973727272727298,1.319445,0.5104401266832891,0.509598361184803,0.5229715169939461,0.5329114395161,0.530316781346044,0.52816588449313,0.542089446923591,0.5425667824125461,0.572171274138151
1.4013727272727299,0.513406735053795,200703,1.39022,1.4186826086956499,1.42639047619048,1.45065,1.4699818181818203,1.47449047619048,1.4601173913043501,1.5465619047619,1.33027826086957,0.5105614109878069,0.5104401266832891,0.509598361184803,0.5229715169939461,0.5329114395161,0.530316781346044,0.52816588449313,0.542089446923591,0.5732636993763339
1.35342857142857,0.503143420018579,200704,1.4013727272727299,1.39022,1.4186826086956499,1.42639047619048,1.45065,1.4699818181818203,1.47449047619048,1.4601173913043501,1.32961,0.513406735053795,0.5105614109878069,0.5104401266832891,0.509598361184803,0.5229715169939461,0.5329114395161,0.530316781346044,0.52816588449313,0.565528021149806
