"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2000-04","Apr-2000","IDX","Index","0","Units",,,99.92882,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2000-05","May-2000","IDX","Index","0","Units",,,99.97787,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2000-06","Jun-2000","IDX","Index","0","Units",,,100.1402,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2000-07","Jul-2000","IDX","Index","0","Units",,,100.2762,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2000-08","Aug-2000","IDX","Index","0","Units",,,100.181,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2000-09","Sep-2000","IDX","Index","0","Units",,,99.70965,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2000-10","Oct-2000","IDX","Index","0","Units",,,99.134,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2000-11","Nov-2000","IDX","Index","0","Units",,,98.82942,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2000-12","Dec-2000","IDX","Index","0","Units",,,99.06551,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2001-01","Jan-2001","IDX","Index","0","Units",,,99.52591,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2001-02","Feb-2001","IDX","Index","0","Units",,,99.76984,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2001-03","Mar-2001","IDX","Index","0","Units",,,99.46926,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2001-04","Apr-2001","IDX","Index","0","Units",,,98.8626,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2001-05","May-2001","IDX","Index","0","Units",,,98.27046,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2001-06","Jun-2001","IDX","Index","0","Units",,,97.91754,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2001-07","Jul-2001","IDX","Index","0","Units",,,97.73991,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2001-08","Aug-2001","IDX","Index","0","Units",,,97.65079,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2001-09","Sep-2001","IDX","Index","0","Units",,,97.63092,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2001-10","Oct-2001","IDX","Index","0","Units",,,97.73053,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2001-11","Nov-2001","IDX","Index","0","Units",,,98.08918,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2001-12","Dec-2001","IDX","Index","0","Units",,,98.83617,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2002-01","Jan-2002","IDX","Index","0","Units",,,99.73188,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2002-02","Feb-2002","IDX","Index","0","Units",,,100.4672,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2002-03","Mar-2002","IDX","Index","0","Units",,,100.8141,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2002-04","Apr-2002","IDX","Index","0","Units",,,100.9371,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2002-05","May-2002","IDX","Index","0","Units",,,101.0458,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2002-06","Jun-2002","IDX","Index","0","Units",,,101.2724,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2002-07","Jul-2002","IDX","Index","0","Units",,,101.5628,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2002-08","Aug-2002","IDX","Index","0","Units",,,101.7984,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2002-09","Sep-2002","IDX","Index","0","Units",,,101.8555,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2002-10","Oct-2002","IDX","Index","0","Units",,,101.7174,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2002-11","Nov-2002","IDX","Index","0","Units",,,101.3307,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2002-12","Dec-2002","IDX","Index","0","Units",,,100.6561,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2003-01","Jan-2003","IDX","Index","0","Units",,,99.96799,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2003-02","Feb-2003","IDX","Index","0","Units",,,99.65669,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2003-03","Mar-2003","IDX","Index","0","Units",,,100.045,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2003-04","Apr-2003","IDX","Index","0","Units",,,100.8271,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2003-05","May-2003","IDX","Index","0","Units",,,101.6398,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2003-06","Jun-2003","IDX","Index","0","Units",,,102.2397,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2003-07","Jul-2003","IDX","Index","0","Units",,,102.649,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2003-08","Aug-2003","IDX","Index","0","Units",,,102.9055,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2003-09","Sep-2003","IDX","Index","0","Units",,,103.0011,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2003-10","Oct-2003","IDX","Index","0","Units",,,102.9745,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2003-11","Nov-2003","IDX","Index","0","Units",,,102.8155,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2003-12","Dec-2003","IDX","Index","0","Units",,,102.492,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2004-01","Jan-2004","IDX","Index","0","Units",,,102.1084,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2004-02","Feb-2004","IDX","Index","0","Units",,,101.7937,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2004-03","Mar-2004","IDX","Index","0","Units",,,101.6483,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2004-04","Apr-2004","IDX","Index","0","Units",,,101.6236,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2004-05","May-2004","IDX","Index","0","Units",,,101.6669,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2004-06","Jun-2004","IDX","Index","0","Units",,,101.7461,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2004-07","Jul-2004","IDX","Index","0","Units",,,101.8068,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2004-08","Aug-2004","IDX","Index","0","Units",,,101.7796,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2004-09","Sep-2004","IDX","Index","0","Units",,,101.6073,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2004-10","Oct-2004","IDX","Index","0","Units",,,101.3587,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2004-11","Nov-2004","IDX","Index","0","Units",,,101.1396,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2004-12","Dec-2004","IDX","Index","0","Units",,,101.08,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2005-01","Jan-2005","IDX","Index","0","Units",,,101.291,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2005-02","Feb-2005","IDX","Index","0","Units",,,101.6636,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2005-03","Mar-2005","IDX","Index","0","Units",,,102.0233,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2005-04","Apr-2005","IDX","Index","0","Units",,,101.6531,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2005-05","May-2005","IDX","Index","0","Units",,,100.7125,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2005-06","Jun-2005","IDX","Index","0","Units",,,99.98029,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2005-07","Jul-2005","IDX","Index","0","Units",,,99.80666,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2005-08","Aug-2005","IDX","Index","0","Units",,,100.2176,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2005-09","Sep-2005","IDX","Index","0","Units",,,100.7746,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2005-10","Oct-2005","IDX","Index","0","Units",,,100.9486,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2005-11","Nov-2005","IDX","Index","0","Units",,,100.8709,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2005-12","Dec-2005","IDX","Index","0","Units",,,100.6361,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2006-01","Jan-2006","IDX","Index","0","Units",,,100.3795,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2006-02","Feb-2006","IDX","Index","0","Units",,,100.6167,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2006-03","Mar-2006","IDX","Index","0","Units",,,101.3495,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2006-04","Apr-2006","IDX","Index","0","Units",,,101.8282,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2006-05","May-2006","IDX","Index","0","Units",,,101.4931,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2006-06","Jun-2006","IDX","Index","0","Units",,,100.9611,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2006-07","Jul-2006","IDX","Index","0","Units",,,100.6338,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2006-08","Aug-2006","IDX","Index","0","Units",,,100.8637,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2006-09","Sep-2006","IDX","Index","0","Units",,,101.3918,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2006-10","Oct-2006","IDX","Index","0","Units",,,101.484,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2006-11","Nov-2006","IDX","Index","0","Units",,,101.4435,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2006-12","Dec-2006","IDX","Index","0","Units",,,101.3151,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2007-01","Jan-2007","IDX","Index","0","Units",,,101.2399,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2007-02","Feb-2007","IDX","Index","0","Units",,,101.3215,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2007-03","Mar-2007","IDX","Index","0","Units",,,101.8592,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2007-04","Apr-2007","IDX","Index","0","Units",,,102.219,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2007-05","May-2007","IDX","Index","0","Units",,,101.8659,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2007-06","Jun-2007","IDX","Index","0","Units",,,101.3124,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2007-07","Jul-2007","IDX","Index","0","Units",,,100.9537,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2007-08","Aug-2007","IDX","Index","0","Units",,,100.9938,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2007-09","Sep-2007","IDX","Index","0","Units",,,101.1764,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2007-10","Oct-2007","IDX","Index","0","Units",,,101.1107,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2007-11","Nov-2007","IDX","Index","0","Units",,,101.1877,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2007-12","Dec-2007","IDX","Index","0","Units",,,101.1287,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2008-01","Jan-2008","IDX","Index","0","Units",,,101.0591,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2008-02","Feb-2008","IDX","Index","0","Units",,,101.5154,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2008-03","Mar-2008","IDX","Index","0","Units",,,102.3112,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2008-04","Apr-2008","IDX","Index","0","Units",,,102.2903,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2008-05","May-2008","IDX","Index","0","Units",,,101.147,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2008-06","Jun-2008","IDX","Index","0","Units",,,99.86522,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2008-07","Jul-2008","IDX","Index","0","Units",,,98.77538,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2008-08","Aug-2008","IDX","Index","0","Units",,,98.15562,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2008-09","Sep-2008","IDX","Index","0","Units",,,97.4383,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2008-10","Oct-2008","IDX","Index","0","Units",,,95.82967,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2008-11","Nov-2008","IDX","Index","0","Units",,,94.49223,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2008-12","Dec-2008","IDX","Index","0","Units",,,94.70013,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2009-01","Jan-2009","IDX","Index","0","Units",,,96.14211,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2009-02","Feb-2009","IDX","Index","0","Units",,,97.96923,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2009-03","Mar-2009","IDX","Index","0","Units",,,99.49809,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2009-04","Apr-2009","IDX","Index","0","Units",,,100.3195,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2009-05","May-2009","IDX","Index","0","Units",,,100.5486,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2009-06","Jun-2009","IDX","Index","0","Units",,,100.5787,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2009-07","Jul-2009","IDX","Index","0","Units",,,100.6434,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2009-08","Aug-2009","IDX","Index","0","Units",,,100.8385,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2009-09","Sep-2009","IDX","Index","0","Units",,,101.1094,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2009-10","Oct-2009","IDX","Index","0","Units",,,101.4226,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2009-11","Nov-2009","IDX","Index","0","Units",,,101.6517,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2009-12","Dec-2009","IDX","Index","0","Units",,,101.7348,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2010-01","Jan-2010","IDX","Index","0","Units",,,101.4458,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2010-02","Feb-2010","IDX","Index","0","Units",,,101.0438,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2010-03","Mar-2010","IDX","Index","0","Units",,,101.1431,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2010-04","Apr-2010","IDX","Index","0","Units",,,101.1273,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2010-05","May-2010","IDX","Index","0","Units",,,100.6719,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2010-06","Jun-2010","IDX","Index","0","Units",,,100.0741,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2010-07","Jul-2010","IDX","Index","0","Units",,,99.7663,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2010-08","Aug-2010","IDX","Index","0","Units",,,99.97231,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2010-09","Sep-2010","IDX","Index","0","Units",,,100.5441,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2010-10","Oct-2010","IDX","Index","0","Units",,,101.0173,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2010-11","Nov-2010","IDX","Index","0","Units",,,101.1386,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2010-12","Dec-2010","IDX","Index","0","Units",,,100.863,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2011-01","Jan-2011","IDX","Index","0","Units",,,100.4939,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2011-02","Feb-2011","IDX","Index","0","Units",,,100.2793,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2011-03","Mar-2011","IDX","Index","0","Units",,,100.257,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2011-04","Apr-2011","IDX","Index","0","Units",,,100.1034,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2011-05","May-2011","IDX","Index","0","Units",,,99.78348,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2011-06","Jun-2011","IDX","Index","0","Units",,,99.44278,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2011-07","Jul-2011","IDX","Index","0","Units",,,99.25643,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2011-08","Aug-2011","IDX","Index","0","Units",,,99.19434,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2011-09","Sep-2011","IDX","Index","0","Units",,,99.1029,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2011-10","Oct-2011","IDX","Index","0","Units",,,98.8717,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2011-11","Nov-2011","IDX","Index","0","Units",,,98.68197,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2011-12","Dec-2011","IDX","Index","0","Units",,,98.81917,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2012-01","Jan-2012","IDX","Index","0","Units",,,99.13026,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2012-02","Feb-2012","IDX","Index","0","Units",,,99.56668,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2012-03","Mar-2012","IDX","Index","0","Units",,,99.97785,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2012-04","Apr-2012","IDX","Index","0","Units",,,99.9364,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2012-05","May-2012","IDX","Index","0","Units",,,99.42571,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2012-06","Jun-2012","IDX","Index","0","Units",,,98.98598,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2012-07","Jul-2012","IDX","Index","0","Units",,,98.70767,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","CHN","China (People's Republic of)","M","Monthly","2012-08","Aug-2012","IDX","Index","0","Units",,,98.56654,,
