Exporters	2012-M03-Imported unit value	2012-M03-Unit	2012-M04-Imported unit value	2012-M04-Unit	2012-M05-Imported unit value	2012-M05-Unit	2012-M06-Imported unit value	2012-M06-Unit	2012-M07-Imported unit value	2012-M07-Unit	2012-M08-Imported unit value	2012-M08-Unit	2012-M09-Imported unit value	2012-M09-Unit	2012-M10-Imported unit value	2012-M10-Unit	2012-M11-Imported unit value	2012-M11-Unit	2012-M12-Imported unit value	2012-M12-Unit	2013-M01-Imported unit value	2013-M01-Unit	2013-M02-Imported unit value	2013-M02-Unit	2013-M03-Imported unit value	2013-M03-Unit	2013-M04-Imported unit value	2013-M04-Unit	2013-M05-Imported unit value	2013-M05-Unit	2013-M06-Imported unit value	2013-M06-Unit	2013-M07-Imported unit value	2013-M07-Unit	2013-M08-Imported unit value	2013-M08-Unit	2013-M09-Imported unit value	2013-M09-Unit	2013-M10-Imported unit value	2013-M10-Unit	Imported value in 2013-M10, US Dollar thousand	Imported quantity in 2013-M10	Quantity Unit in 2013-M10	
"Austria"	8286	US Dollar/Tons	7200	US Dollar/Tons	7333	US Dollar/Tons	7500	US Dollar/Tons	7167	US Dollar/Tons	6333	US Dollar/Tons	7300	US Dollar/Tons	6444	US Dollar/Tons	6400	US Dollar/Tons	6500	US Dollar/Tons	8000	US Dollar/Tons	7444	US Dollar/Tons	7400	US Dollar/Tons	10333	US Dollar/Tons	9000	US Dollar/Tons	7800	US Dollar/Tons	6900	US Dollar/Tons	8000	US Dollar/Tons			8286	US Dollar/Tons	58	7	Tons	
"Ireland"	11250	US Dollar/Tons	5750	US Dollar/Tons	5750	US Dollar/Tons	9857	US Dollar/Tons	7000	US Dollar/Tons	6600	US Dollar/Tons	9000	US Dollar/Tons	7000	US Dollar/Tons	32000	US Dollar/Tons	11333	US Dollar/Tons	7000	US Dollar/Tons	7500	US Dollar/Tons	8667	US Dollar/Tons	4714	US Dollar/Tons	8900	US Dollar/Tons	6500	US Dollar/Tons	7000	US Dollar/Tons	9200	US Dollar/Tons	7750	US Dollar/Tons	7167	US Dollar/Tons	43	6	Tons	
"Portugal"			6800	US Dollar/Tons																																			6333	US Dollar/Tons	38	6	Tons	
"Mexico"																																			16	US Dollar/Kilograms	14	US Dollar/Kilograms	13	US Dollar/Kilograms	19	1440	Kilograms	
"Netherlands"	135667	US Dollar/Tons		US Dollar/Tons	178000	US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	80500	US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	114667	US Dollar/Tons	96000	US Dollar/Tons	107750	US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	3250	US Dollar/Tons				US Dollar/Tons	16000	US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	8	0	Tons	
"France"	8500	US Dollar/Tons	6500	US Dollar/Tons	4000	US Dollar/Tons	7000	US Dollar/Tons		US Dollar/Tons	7000	US Dollar/Tons	10000	US Dollar/Tons	4000	US Dollar/Tons		US Dollar/Mixed		US Dollar/Mixed	8.48	US Dollar/Kilograms	3.45	US Dollar/Kilograms	8.01	US Dollar/Kilograms	5.95	US Dollar/Kilograms	0	US Dollar/Kilograms	4.85	US Dollar/Kilograms	11	US Dollar/Kilograms	8.73	US Dollar/Kilograms	10	US Dollar/Kilograms	15	US Dollar/Kilograms	7	461	Kilograms	
"Finland"						US Dollar/Tons				US Dollar/Tons		US Dollar/Tons				US Dollar/Tons						US Dollar/Tons		US Dollar/Tons				US Dollar/Tons												US Dollar/Tons	5	0	Tons	
"Poland"																																				US Dollar/Tons	1000	US Dollar/Units		US Dollar/Tons	4	0	Tons	
"Belgium"	1333	US Dollar/Units			2000	US Dollar/Units	333	US Dollar/Units	1000	US Dollar/Units	1000	US Dollar/Units	5000	US Dollar/Units	0	US Dollar/Units	2500	US Dollar/Units	2000	US Dollar/Units	1000	US Dollar/Units			2000	US Dollar/Units	1000	US Dollar/Units	1000	US Dollar/Units					0	US Dollar/Units			1000	US Dollar/Units	2	2	Units	
"Norway"																																							17	US Dollar/Kilograms	1	59	Kilograms	
"Nigeria"																																												
"Israel"																																												
"Lithuania"																	9000	US Dollar/Tons																										
"Malaysia"																									4750	US Dollar/Units																		
"Serbia"																	5.26	US Dollar/Kilograms									5.10	US Dollar/Kilograms			4.76	US Dollar/Kilograms	5.13	US Dollar/Kilograms			5.21	US Dollar/Kilograms						
"India"			1000	US Dollar/Units					10667	US Dollar/Units	13000	US Dollar/Units																																
"South Africa"																																												
"Sweden"	7889	US Dollar/Tons	6000	US Dollar/Tons	6000	US Dollar/Tons	7500	US Dollar/Tons	6000	US Dollar/Tons					7667	US Dollar/Tons	7667	US Dollar/Tons													4000	US Dollar/Tons	7000	US Dollar/Tons										
"Switzerland"															80	US Dollar/Kilograms																												
"Thailand"																													0	US Dollar/Units														
"Brunei Darussalam"																																			5000	US Dollar/Units								
"Barbados"																															125	US Dollar/Kilograms												
"Chile"																																												
"Colombia"																																												
"Czech Republic"											10000	US Dollar/Tons									1000	US Dollar/Units																						
"Australia"																																												
"Iceland"																																	55	US Dollar/Kilograms										
"Greece"	7200	US Dollar/Tons	8091	US Dollar/Tons	7500	US Dollar/Tons	7550	US Dollar/Tons	7143	US Dollar/Tons	8500	US Dollar/Tons	7375	US Dollar/Tons	7667	US Dollar/Tons	7600	US Dollar/Tons	8125	US Dollar/Tons	8357	US Dollar/Tons	8545	US Dollar/Tons	8167	US Dollar/Tons	8318	US Dollar/Tons	8500	US Dollar/Tons	8143	US Dollar/Tons	9500	US Dollar/Tons										
