Exporters	2009-M01-Imported unit value	2009-M01-Unit	2009-M02-Imported unit value	2009-M02-Unit	2009-M03-Imported unit value	2009-M03-Unit	2009-M04-Imported unit value	2009-M04-Unit	2009-M05-Imported unit value	2009-M05-Unit	2009-M06-Imported unit value	2009-M06-Unit	2009-M07-Imported unit value	2009-M07-Unit	2009-M08-Imported unit value	2009-M08-Unit	2009-M09-Imported unit value	2009-M09-Unit	2009-M10-Imported unit value	2009-M10-Unit	2009-M11-Imported unit value	2009-M11-Unit	2009-M12-Imported unit value	2009-M12-Unit	2010-M01-Imported unit value	2010-M01-Unit	2010-M02-Imported unit value	2010-M02-Unit	2010-M03-Imported unit value	2010-M03-Unit	2010-M04-Imported unit value	2010-M04-Unit	2010-M05-Imported unit value	2010-M05-Unit	2010-M06-Imported unit value	2010-M06-Unit	2010-M07-Imported unit value	2010-M07-Unit	2010-M08-Imported unit value	2010-M08-Unit	Imported value in 2010-M08, US Dollar thousand	Imported quantity in 2010-M08	Quantity Unit in 2010-M08	
"Thailand"		US Dollar/Mixed		US Dollar/Mixed		US Dollar/Mixed		US Dollar/Mixed	134	US Dollar/Units	159	US Dollar/Units	148	US Dollar/Units			443	US Dollar/Units	479	US Dollar/Units	653	US Dollar/Units	650	US Dollar/Units	566	US Dollar/Units	670	US Dollar/Units	566	US Dollar/Units	674	US Dollar/Units	549	US Dollar/Units	661	US Dollar/Units	624	US Dollar/Units	621	US Dollar/Units	310	499	Units	
"Slovenia"	3538	US Dollar/Tons	4043	US Dollar/Tons	4969	US Dollar/Tons	3800	US Dollar/Tons	4735	US Dollar/Tons	4852	US Dollar/Tons	4591	US Dollar/Tons	5625	US Dollar/Tons	5405	US Dollar/Tons	5400	US Dollar/Tons	5429	US Dollar/Tons	6045	US Dollar/Tons	4697	US Dollar/Tons	4615	US Dollar/Tons	4862	US Dollar/Tons	5250	US Dollar/Tons	4786	US Dollar/Tons	4536	US Dollar/Tons	5308	US Dollar/Tons	5050	US Dollar/Tons	202	40	Tons	
"Mexico"																																							897	US Dollar/Units	104	116	Units	
"Bulgaria"	5071	US Dollar/Tons	5147	US Dollar/Tons	4822	US Dollar/Tons	4868	US Dollar/Tons	5167	US Dollar/Tons	5152	US Dollar/Tons	5038	US Dollar/Tons	5200	US Dollar/Tons	5289	US Dollar/Tons	5340	US Dollar/Tons	5244	US Dollar/Tons	5169	US Dollar/Tons	5152	US Dollar/Tons	5035	US Dollar/Tons	5097	US Dollar/Tons	5037	US Dollar/Tons	4576	US Dollar/Tons	4421	US Dollar/Tons	4557	US Dollar/Tons	4500	US Dollar/Tons	99	22	Tons	
"France"		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available	4714	US Dollar/Tons	5143	US Dollar/Tons	6800	US Dollar/Tons	5286	US Dollar/Tons	6000	US Dollar/Tons	4571	US Dollar/Tons	5500	US Dollar/Tons	5375	US Dollar/Tons	43	8	Tons	
"Ireland"	11571	US Dollar/Tons	8750	US Dollar/Tons	13000	US Dollar/Tons	6192	US Dollar/Tons	1227	US Dollar/Tons	10000	US Dollar/Tons	6917	US Dollar/Tons	9250	US Dollar/Tons	9889	US Dollar/Tons	15444	US Dollar/Tons	2038	US Dollar/Tons	6579	US Dollar/Tons	6727	US Dollar/Tons	3906	US Dollar/Tons	12000	US Dollar/Tons	8000	US Dollar/Tons	7583	US Dollar/Tons	8000	US Dollar/Tons	7500	US Dollar/Tons	7200	US Dollar/Tons	36	5	Tons	
"Austria"	11000	US Dollar/Tons	7333	US Dollar/Tons	6000	US Dollar/Tons	11024	US Dollar/Tons	11000	US Dollar/Tons	10455	US Dollar/Tons	12000	US Dollar/Tons	10500	US Dollar/Tons	12500	US Dollar/Tons	11500	US Dollar/Tons	10667	US Dollar/Tons	10250	US Dollar/Tons	11000	US Dollar/Tons	9833	US Dollar/Tons	14500	US Dollar/Tons	8667	US Dollar/Tons	10556	US Dollar/Tons	9625	US Dollar/Tons	8778	US Dollar/Tons	8500	US Dollar/Tons	34	4	Tons	
"Greece"	4600	US Dollar/Tons	6600	US Dollar/Tons	6000	US Dollar/Tons			8200	US Dollar/Tons		US Dollar/Tons	8000	US Dollar/Tons	7500	US Dollar/Tons	7778	US Dollar/Tons	12000	US Dollar/Tons	8200	US Dollar/Tons	8600	US Dollar/Tons	6333	US Dollar/Tons	6333	US Dollar/Tons		US Dollar/Tons			5938	US Dollar/Tons	17000	US Dollar/Tons	6333	US Dollar/Tons	5500	US Dollar/Tons	33	6	Tons	
"Denmark"	182	US Dollar/Units		US Dollar/Tons	6400	US Dollar/Tons		US Dollar/Mixed		US Dollar/Mixed	95	US Dollar/Units		US Dollar/Mixed	9000	US Dollar/Tons	11000	US Dollar/Tons	7500	US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Mixed		US Dollar/Tons	18000	US Dollar/Tons		US Dollar/Tons		US Dollar/Mixed	13000	US Dollar/Tons		US Dollar/Tons	14000	US Dollar/Tons	14	1	Tons	
"New Zealand"					4.58	US Dollar/Kilograms			2.66	US Dollar/Kilograms					5.93	US Dollar/Kilograms					7.06	US Dollar/Kilograms	6.08	US Dollar/Kilograms			74	US Dollar/Kilograms	5.21	US Dollar/Kilograms			0	US Dollar/Kilograms					9.83	US Dollar/Kilograms	4	407	Kilograms	
"Netherlands"		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	25000	US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	42000	US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	8000	US Dollar/Tons		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	8000	US Dollar/Tons		US Dollar/Tons	3	0	Tons	
"Czech Republic"			6000	US Dollar/Tons		US Dollar/Tons		US Dollar/Tons	13000	US Dollar/Tons	7000	US Dollar/Tons					2000	US Dollar/Tons	3000	US Dollar/Tons			4000	US Dollar/Tons				US Dollar/Tons				US Dollar/Tons	11500	US Dollar/Tons	4353	US Dollar/Tons	3714	US Dollar/Tons		US Dollar/Tons	1	0	Tons	
"Israel"																																									0	0		
"Jordan"																																									0	0		
"Kenya"																																									0	0		
"India"																																									0	0		
"Singapore"											583	US Dollar/Units							706	US Dollar/Units					429	US Dollar/Units									1091	US Dollar/Units								
"Rwanda"																																												
"Serbia"					4.52	US Dollar/Kilograms									4.91	US Dollar/Kilograms	5.04	US Dollar/Kilograms	5.07	US Dollar/Kilograms			5.04	US Dollar/Kilograms			4.65	US Dollar/Kilograms			4.65	US Dollar/Kilograms					4.39	US Dollar/Kilograms						
"New Caledonia"																																												
"Portugal"																																		US Dollar/Tons										
"Uganda"																																												
"Egypt"																																												
"South Africa"																													500	US Dollar/Units														
"Sweden"															4000	US Dollar/Tons				US Dollar/Tons																								
"Switzerland"																													38	US Dollar/Kilograms														
"Burkina Faso"																																												
"Zambia"																																												
"Côte d'Ivoire"																																												
"Japan"											23	US Dollar/Kilograms																	27	US Dollar/Kilograms														
"Kazakhstan"																																												
"Niger"																																												
"Nigeria"																																												
"Norway"																			38	US Dollar/Kilograms													12	US Dollar/Kilograms										
"Morocco"																																												
"Malaysia"							250	US Dollar/Units																																				
"Australia"			479	US Dollar/Units	490	US Dollar/Units					583	US Dollar/Units	583	US Dollar/Units	615	US Dollar/Units					667	US Dollar/Units																						
"Dominica"																																												
"Estonia"																						US Dollar/Tons																						
"Iceland"																																												
"Belgium"																						US Dollar/Not available																						
"Congo"																																												
"Cyprus"		US Dollar/Tons		US Dollar/Tons								US Dollar/Tons			14000	US Dollar/Units		US Dollar/Tons						US Dollar/Tons																				
"Burundi"																																												
"Central African Republic"																																												
"Chile"																																												
