Exporters	2009-M01-Imported unit value	2009-M01-Unit	2009-M02-Imported unit value	2009-M02-Unit	2009-M03-Imported unit value	2009-M03-Unit	2009-M04-Imported unit value	2009-M04-Unit	2009-M05-Imported unit value	2009-M05-Unit	2009-M06-Imported unit value	2009-M06-Unit	2009-M07-Imported unit value	2009-M07-Unit	2009-M08-Imported unit value	2009-M08-Unit	2009-M09-Imported unit value	2009-M09-Unit	2009-M10-Imported unit value	2009-M10-Unit	2009-M11-Imported unit value	2009-M11-Unit	2009-M12-Imported unit value	2009-M12-Unit	2010-M01-Imported unit value	2010-M01-Unit	2010-M02-Imported unit value	2010-M02-Unit	2010-M03-Imported unit value	2010-M03-Unit	2010-M04-Imported unit value	2010-M04-Unit	2010-M05-Imported unit value	2010-M05-Unit	2010-M06-Imported unit value	2010-M06-Unit	2010-M07-Imported unit value	2010-M07-Unit	2010-M08-Imported unit value	2010-M08-Unit	Imported value in 2010-M08, US Dollar thousand	Imported quantity in 2010-M08	Quantity Unit in 2010-M08	
"China"	209	US Dollar/Units	190	US Dollar/Units	188	US Dollar/Units	257	US Dollar/Units	180	US Dollar/Units	179	US Dollar/Units	171	US Dollar/Units	174	US Dollar/Units	168	US Dollar/Units	201	US Dollar/Units	167	US Dollar/Units	187	US Dollar/Units	3.16	US Dollar/Kilograms	3.25	US Dollar/Kilograms	3.27	US Dollar/Kilograms	3.18	US Dollar/Kilograms	3.13	US Dollar/Kilograms	3.41	US Dollar/Kilograms	3.18	US Dollar/Kilograms	3.41	US Dollar/Kilograms	7438	2181652	Kilograms	
"Turkey"	3.15	US Dollar/Kilograms	3.43	US Dollar/Kilograms	3.25	US Dollar/Kilograms	3.09	US Dollar/Kilograms	3.27	US Dollar/Kilograms	3.48	US Dollar/Kilograms	3.53	US Dollar/Kilograms	3.49	US Dollar/Kilograms	3.50	US Dollar/Kilograms	3.45	US Dollar/Kilograms	3.58	US Dollar/Kilograms	3.62	US Dollar/Kilograms	3.61	US Dollar/Kilograms	3.46	US Dollar/Kilograms	3.31	US Dollar/Kilograms	3.36	US Dollar/Kilograms	3.26	US Dollar/Kilograms	3.22	US Dollar/Kilograms	3.29	US Dollar/Kilograms	3.46	US Dollar/Kilograms	6466	1866782	Kilograms	
"Korea, Republic of"	3.70	US Dollar/Kilograms	3.40	US Dollar/Kilograms	3.37	US Dollar/Kilograms	3.34	US Dollar/Kilograms	3.47	US Dollar/Kilograms	3.71	US Dollar/Kilograms	3.85	US Dollar/Kilograms	3.93	US Dollar/Kilograms	3.86	US Dollar/Kilograms	3.70	US Dollar/Kilograms	3.85	US Dollar/Kilograms	3.74	US Dollar/Kilograms	3.59	US Dollar/Kilograms	3.39	US Dollar/Kilograms	3.42	US Dollar/Kilograms	3.50	US Dollar/Kilograms	3.33	US Dollar/Kilograms	2.33	US Dollar/Kilograms	2.45	US Dollar/Kilograms	3.69	US Dollar/Kilograms	3271	887231	Kilograms	
"Germany"	7600	US Dollar/Tons	7485	US Dollar/Tons	7613	US Dollar/Tons	6878	US Dollar/Tons	8222	US Dollar/Tons	8829	US Dollar/Tons	7997	US Dollar/Tons	8139	US Dollar/Tons	8192	US Dollar/Tons	8022	US Dollar/Tons	7668	US Dollar/Tons	7725	US Dollar/Tons	7065	US Dollar/Tons	7182	US Dollar/Tons	7014	US Dollar/Tons	7452	US Dollar/Tons	6484	US Dollar/Tons	6684	US Dollar/Tons	6815	US Dollar/Tons	6421	US Dollar/Tons	1374	214	Tons	
"Italy"	401	US Dollar/Units	390	US Dollar/Units	407	US Dollar/Units	402	US Dollar/Units	406	US Dollar/Units	373	US Dollar/Units	436	US Dollar/Units	348	US Dollar/Units	378	US Dollar/Units	399	US Dollar/Units	428	US Dollar/Units	481	US Dollar/Units	5935	US Dollar/Tons	5574	US Dollar/Tons	5640	US Dollar/Tons	5931	US Dollar/Tons	5618	US Dollar/Tons	5405	US Dollar/Tons	5894	US Dollar/Tons	5305	US Dollar/Tons	1130	213	Tons	
"Poland"	3984	US Dollar/Tons	4444	US Dollar/Tons	4142	US Dollar/Tons	3823	US Dollar/Tons	4454	US Dollar/Tons	4802	US Dollar/Tons	5218	US Dollar/Tons	6322	US Dollar/Tons	6640	US Dollar/Tons	6154	US Dollar/Tons	6182	US Dollar/Tons	7085	US Dollar/Tons	6240	US Dollar/Tons	6357	US Dollar/Tons	5954	US Dollar/Tons	5763	US Dollar/Tons	6005	US Dollar/Tons	5030	US Dollar/Tons	4153	US Dollar/Tons	4874	US Dollar/Tons	1009	207	Tons	
"Romania"	3000	US Dollar/Tons	2838	US Dollar/Tons	3059	US Dollar/Tons	3094	US Dollar/Tons	3252	US Dollar/Tons	3105	US Dollar/Tons	3471	US Dollar/Tons	3320	US Dollar/Tons	3189	US Dollar/Tons	3380	US Dollar/Tons	3555	US Dollar/Tons	3383	US Dollar/Tons	3483	US Dollar/Tons	3372	US Dollar/Tons	3111	US Dollar/Tons	3245	US Dollar/Tons	2970	US Dollar/Tons	3136	US Dollar/Tons	3135	US Dollar/Tons	3384	US Dollar/Tons	741	219	Tons	
"Spain"	4634	US Dollar/Tons	4448	US Dollar/Tons	4578	US Dollar/Tons	4959	US Dollar/Tons	5282	US Dollar/Tons	5427	US Dollar/Tons	5326	US Dollar/Tons	5325	US Dollar/Tons	5618	US Dollar/Tons	5628	US Dollar/Tons	5992	US Dollar/Tons	5809	US Dollar/Tons	5092	US Dollar/Tons	4481	US Dollar/Tons	5379	US Dollar/Tons	4426	US Dollar/Tons							4646	US Dollar/Tons	604	130	Tons	
"Hungary"	4495	US Dollar/Tons	3930	US Dollar/Tons	3660	US Dollar/Tons	3831	US Dollar/Tons	4971	US Dollar/Tons	4641	US Dollar/Tons	5232	US Dollar/Tons	4822	US Dollar/Tons	4643	US Dollar/Tons	4775	US Dollar/Tons	4414	US Dollar/Tons	3857	US Dollar/Tons	4319	US Dollar/Tons	3747	US Dollar/Tons	3982	US Dollar/Tons	3921	US Dollar/Tons	3689	US Dollar/Tons	4025	US Dollar/Tons	3778	US Dollar/Tons	4455	US Dollar/Tons	588	132	Tons	
"United States of America"	503	US Dollar/Units	566	US Dollar/Units	620	US Dollar/Units	513	US Dollar/Units	533	US Dollar/Units	545	US Dollar/Units	591	US Dollar/Units	530	US Dollar/Units	504	US Dollar/Units	496	US Dollar/Units	512	US Dollar/Units	527	US Dollar/Units	509	US Dollar/Units	547	US Dollar/Units	494	US Dollar/Units	542	US Dollar/Units	510	US Dollar/Units	501	US Dollar/Units	507	US Dollar/Units	500	US Dollar/Units	526	1053	Units	
