Exporters	2009-M01-Imported unit value	2009-M01-Unit	2009-M02-Imported unit value	2009-M02-Unit	2009-M03-Imported unit value	2009-M03-Unit	2009-M04-Imported unit value	2009-M04-Unit	2009-M05-Imported unit value	2009-M05-Unit	2009-M06-Imported unit value	2009-M06-Unit	2009-M07-Imported unit value	2009-M07-Unit	2009-M08-Imported unit value	2009-M08-Unit	2009-M09-Imported unit value	2009-M09-Unit	2009-M10-Imported unit value	2009-M10-Unit	2009-M11-Imported unit value	2009-M11-Unit	2009-M12-Imported unit value	2009-M12-Unit	2010-M01-Imported unit value	2010-M01-Unit	2010-M02-Imported unit value	2010-M02-Unit	2010-M03-Imported unit value	2010-M03-Unit	2010-M04-Imported unit value	2010-M04-Unit	2010-M05-Imported unit value	2010-M05-Unit	2010-M06-Imported unit value	2010-M06-Unit	2010-M07-Imported unit value	2010-M07-Unit	2010-M08-Imported unit value	2010-M08-Unit	Imported value in 2010-M08, US Dollar thousand	Imported quantity in 2010-M08	Quantity Unit in 2010-M08	
"Greece"	3000	US Dollar/Tons	4875	US Dollar/Tons	5333	US Dollar/Tons	5300	US Dollar/Tons	5545	US Dollar/Tons	5750	US Dollar/Tons	6111	US Dollar/Tons	6273	US Dollar/Tons	6250	US Dollar/Tons	6368	US Dollar/Tons	6267	US Dollar/Tons	6167	US Dollar/Tons	6083	US Dollar/Tons	5000	US Dollar/Tons						US Dollar/Tons	5059	US Dollar/Tons	5250	US Dollar/Tons	5571	US Dollar/Tons	39	7	Tons	
"Ireland"	8667	US Dollar/Tons		US Dollar/Tons	9000	US Dollar/Tons	1600	US Dollar/Tons	2000	US Dollar/Tons	14000	US Dollar/Tons	8000	US Dollar/Tons	12000	US Dollar/Tons	5667	US Dollar/Tons	11143	US Dollar/Tons	9813	US Dollar/Tons	12200	US Dollar/Tons	6000	US Dollar/Tons		US Dollar/Mixed	2667	US Dollar/Tons	11600	US Dollar/Tons	11429	US Dollar/Tons	11667	US Dollar/Tons	13800	US Dollar/Tons	11000	US Dollar/Tons	33	3	Tons	
"Bulgaria"	4400	US Dollar/Tons	4200	US Dollar/Tons	5111	US Dollar/Tons	4750	US Dollar/Tons	5250	US Dollar/Tons	5200	US Dollar/Tons	5000	US Dollar/Tons	7000	US Dollar/Tons	5600	US Dollar/Tons	5250	US Dollar/Tons	5571	US Dollar/Tons	5500	US Dollar/Tons	5400	US Dollar/Tons	5100	US Dollar/Tons	5083	US Dollar/Tons	5143	US Dollar/Tons	4632	US Dollar/Tons	4417	US Dollar/Tons	4692	US Dollar/Tons	4500	US Dollar/Tons	27	6	Tons	
"Romania"	3000	US Dollar/Tons					2765	US Dollar/Tons	2800	US Dollar/Tons	2000	US Dollar/Tons			3444	US Dollar/Tons	3111	US Dollar/Tons			3389	US Dollar/Tons															2800	US Dollar/Tons	3714	US Dollar/Tons	26	7	Tons	
"United States of America"	3000	US Dollar/Units	1000	US Dollar/Units	4000	US Dollar/Units	469	US Dollar/Units	3167	US Dollar/Units	347	US Dollar/Units	3250	US Dollar/Units			311	US Dollar/Units	607	US Dollar/Units	306	US Dollar/Units	280	US Dollar/Units	378	US Dollar/Units	523	US Dollar/Units	643	US Dollar/Units	284	US Dollar/Units	3250	US Dollar/Units	3667	US Dollar/Units	3500	US Dollar/Units	436	US Dollar/Units	17	39	Units	
"France"		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available		US Dollar/Not available	6500	US Dollar/Tons	8000	US Dollar/Tons	7000	US Dollar/Tons	9000	US Dollar/Tons	10000	US Dollar/Tons	5500	US Dollar/Tons	7500	US Dollar/Tons	9000	US Dollar/Tons	9	1	Tons	
"Sweden"			6333	US Dollar/Tons	4667	US Dollar/Tons	6000	US Dollar/Tons			5333	US Dollar/Tons	5667	US Dollar/Tons			7167	US Dollar/Tons			6600	US Dollar/Tons			6667	US Dollar/Tons	6500	US Dollar/Tons	5000	US Dollar/Tons			5000	US Dollar/Tons					7000	US Dollar/Tons	7	1	Tons	
"India"			25500	US Dollar/Units	500	US Dollar/Units											1143	US Dollar/Units	4000	US Dollar/Units					1333	US Dollar/Units	600	US Dollar/Units			733	US Dollar/Units									0	0		
"Uganda"																																									0	0		
"Iceland"																																									0	0		
"Kenya"																																									0	0		
"Malaysia"																																									0	0		
"Maldives"																																												
"Mauritius"																																												
"Mexico"																																												
"Morocco"																																												
"Côte d'Ivoire"																																												
"Japan"	110	US Dollar/Kilograms																																										
"Kazakhstan"																																												
"Lithuania"	3286	US Dollar/Tons	3364	US Dollar/Tons	3400	US Dollar/Tons					3500	US Dollar/Tons	3619	US Dollar/Tons	3600	US Dollar/Tons	3682	US Dollar/Tons	3800	US Dollar/Tons	3800	US Dollar/Tons	3688	US Dollar/Tons	3667	US Dollar/Tons	3286	US Dollar/Tons	3889	US Dollar/Tons														
"Portugal"	5741	US Dollar/Tons	4947	US Dollar/Tons	5154	US Dollar/Tons			5571	US Dollar/Tons	5400	US Dollar/Tons	5308	US Dollar/Tons	5800	US Dollar/Tons	5667	US Dollar/Tons	5333	US Dollar/Tons	5800	US Dollar/Tons	5600	US Dollar/Tons	5333	US Dollar/Tons	5600	US Dollar/Tons	5909	US Dollar/Tons			4182	US Dollar/Tons			6000	US Dollar/Tons						
"New Caledonia"																																												
"Norway"													12	US Dollar/Kilograms																														
"Pakistan"																																												
"Israel"																																												
"Dominica"																																												
"Finland"		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons				US Dollar/Tons																		US Dollar/Tons		US Dollar/Tons		US Dollar/Tons						US Dollar/Tons						
"Canada"																																												
"Czech Republic"																		US Dollar/Tons						US Dollar/Not available								US Dollar/Tons			3750	US Dollar/Tons								
"Belgium"		US Dollar/Not available																				US Dollar/Not available										US Dollar/Not available												
"Botswana"																																												
"Argentina"																																												
"Australia"																																												
"Egypt"																																												
"Zambia"																																												
"Singapore"																																												
"Serbia"																							5.75	US Dollar/Kilograms																				
"Thailand"																																												
"South Africa"																																												
"Spain"	3000	US Dollar/Tons	3000	US Dollar/Tons		US Dollar/Tons																																						
