Exporters	2016-M12-Imported unit value	2016-M12-Unit	2017-M01-Imported unit value	2017-M01-Unit	2017-M02-Imported unit value	2017-M02-Unit	2017-M03-Imported unit value	2017-M03-Unit	2017-M04-Imported unit value	2017-M04-Unit	2017-M05-Imported unit value	2017-M05-Unit	2017-M06-Imported unit value	2017-M06-Unit	2017-M07-Imported unit value	2017-M07-Unit	2017-M08-Imported unit value	2017-M08-Unit	2017-M09-Imported unit value	2017-M09-Unit	2017-M10-Imported unit value	2017-M10-Unit	2017-M11-Imported unit value	2017-M11-Unit	2017-M12-Imported unit value	2017-M12-Unit	2018-M01-Imported unit value	2018-M01-Unit	2018-M02-Imported unit value	2018-M02-Unit	2018-M03-Imported unit value	2018-M03-Unit	2018-M04-Imported unit value	2018-M04-Unit	2018-M05-Imported unit value	2018-M05-Unit	2018-M06-Imported unit value	2018-M06-Unit	2018-M07-Imported unit value	2018-M07-Unit	Imported value in 2018-M07, US Dollar thousand	Imported quantity in 2018-M07	Quantity Unit in 2018-M07	
"Bulgaria"	4444	US Dollar/Tons	4380	US Dollar/Tons	4992	US Dollar/Tons	4842	US Dollar/Tons	4466	US Dollar/Tons	4694	US Dollar/Tons	5071	US Dollar/Tons	4979	US Dollar/Tons	4500	US Dollar/Tons	5021	US Dollar/Tons	4583	US Dollar/Tons	5258	US Dollar/Tons	4750	US Dollar/Tons	4.54	US Dollar/Kilograms	4.71	US Dollar/Kilograms	4.89	US Dollar/Kilograms	5.31	US Dollar/Kilograms	5.49	US Dollar/Kilograms								
"Canada"							563	US Dollar/Units																																				
"China"	2.76	US Dollar/Kilograms	2.53	US Dollar/Kilograms	2.66	US Dollar/Kilograms	2.85	US Dollar/Kilograms	2.79	US Dollar/Kilograms	2.91	US Dollar/Kilograms	2.87	US Dollar/Kilograms	2.98	US Dollar/Kilograms	2.94	US Dollar/Kilograms	2.80	US Dollar/Kilograms	2.71	US Dollar/Kilograms	2.59	US Dollar/Kilograms	3.00	US Dollar/Kilograms	3.06	US Dollar/Kilograms	3.17	US Dollar/Kilograms	3.50	US Dollar/Kilograms												
"Czech Republic"																									1000	US Dollar/Units																		
"Denmark"	2400	US Dollar/Tons	2857	US Dollar/Tons	2333	US Dollar/Tons	2900	US Dollar/Tons	1500	US Dollar/Tons	2571	US Dollar/Tons	1636	US Dollar/Tons	1750	US Dollar/Tons	2167	US Dollar/Tons	1778	US Dollar/Tons	1818	US Dollar/Tons	32000	US Dollar/Tons		US Dollar/Tons	67	US Dollar/Kilograms	41	US Dollar/Kilograms	38	US Dollar/Kilograms	13	US Dollar/Kilograms	66	US Dollar/Kilograms								
"Estonia"	4667	US Dollar/Tons	4364	US Dollar/Tons	4105	US Dollar/Tons																																						
"France"	1.57	US Dollar/Kilograms	1.89	US Dollar/Kilograms	2.99	US Dollar/Kilograms	2.42	US Dollar/Kilograms	2.93	US Dollar/Kilograms	1.61	US Dollar/Kilograms	1.90	US Dollar/Kilograms	2.19	US Dollar/Kilograms			1.32	US Dollar/Kilograms	6.71	US Dollar/Kilograms	3.14	US Dollar/Kilograms	2.17	US Dollar/Kilograms	3.04	US Dollar/Kilograms	2.34	US Dollar/Kilograms	3.02	US Dollar/Kilograms	3.25	US Dollar/Kilograms	3.38	US Dollar/Kilograms								
"Germany"	6259	US Dollar/Tons	6092	US Dollar/Tons	6408	US Dollar/Tons	6103	US Dollar/Tons	5654	US Dollar/Tons	10054	US Dollar/Tons	6343	US Dollar/Tons	6389	US Dollar/Tons	6180	US Dollar/Tons	6505	US Dollar/Tons	6603	US Dollar/Tons	6555	US Dollar/Tons	6505	US Dollar/Tons	6856	US Dollar/Tons	7200	US Dollar/Tons	6740	US Dollar/Tons	6777	US Dollar/Tons	7037	US Dollar/Tons	6452	US Dollar/Tons						
"Greece"								US Dollar/Tons			1000	US Dollar/Tons																							2.68	US Dollar/Kilograms								
"Hungary"	2368	US Dollar/Tons	2406	US Dollar/Tons	2617	US Dollar/Tons	2830	US Dollar/Tons	2580	US Dollar/Tons	2429	US Dollar/Tons	2945	US Dollar/Tons	3039	US Dollar/Tons	3038	US Dollar/Tons	2968	US Dollar/Tons	2894	US Dollar/Tons	3485	US Dollar/Tons	3402	US Dollar/Tons	2.85	US Dollar/Kilograms	3.68	US Dollar/Kilograms	3.67	US Dollar/Kilograms	3.67	US Dollar/Kilograms	3.53	US Dollar/Kilograms								
"Ireland"	10556	US Dollar/Tons	7826	US Dollar/Tons	7960	US Dollar/Tons	11808	US Dollar/Tons	5722	US Dollar/Tons	10771	US Dollar/Tons	5321	US Dollar/Tons	14824	US Dollar/Tons	8188	US Dollar/Tons	7300	US Dollar/Tons	8806	US Dollar/Tons	7034	US Dollar/Tons	5839	US Dollar/Tons	13	US Dollar/Kilograms	7.53	US Dollar/Kilograms	6.25	US Dollar/Kilograms	8.92	US Dollar/Kilograms	5.88	US Dollar/Kilograms	6.71	US Dollar/Kilograms						
"Italy"	4780	US Dollar/Tons	4332	US Dollar/Tons	4452	US Dollar/Tons	4456	US Dollar/Tons	4655	US Dollar/Tons	4597	US Dollar/Tons	4627	US Dollar/Tons	4671	US Dollar/Tons	4582	US Dollar/Tons	4887	US Dollar/Tons	4237	US Dollar/Tons	4768	US Dollar/Tons	5407	US Dollar/Tons	5.88	US Dollar/Kilograms	5.32	US Dollar/Kilograms	4.89	US Dollar/Kilograms	5.63	US Dollar/Kilograms	5.35	US Dollar/Kilograms								
